Year,Month,Day,regulations,catch_area_code,location_code,location_name,boats,anglers,ChinookCaught,ChinAdClipped
2001,8,11,NA,7,1231,Skyline Marina/Sling (Flounder Bay),7,14,,
2001,8,11,NA,7,1245,Swinomish Channel Ramp,1,3,,
2001,8,11,NA,7,1268,Washington Park Launch Ramp,30,60,,
2001,8,11,NA,15,1268,Washington Park Launch Ramp,1,1,,
2001,8,11,NA,13,1279,Zittels Marina,18,43,,
2001,8,11,NA,5,1450,Olsons East Docks (*1159)*,36,96,,
2001,8,11,NA,9,1603,Marrowstone Beach,9,9,,
2001,8,11,NA,81,1909,Deception Pass North Beach,171,171,,
2001,8,12,NA,10,1006,Armeni Public Ramp,15,37,,
2001,8,12,NA,11,1006,Armeni Public Ramp,35,71,,
2001,8,12,NA,17,1006,Armeni Public Ramp,156,328,,
2001,8,12,NA,7,1013,Bellingham Ramp (Glenn St.),26,54,,
2001,8,12,NA,7,1030,Cap Sante Moorage & Sling,6,11,,
2001,8,12,NA,6,1041,Coronet Bay Public Ramp,11,25,,
2001,8,12,NA,7,1041,Coronet Bay Public Ramp,8,15,,
2001,8,12,NA,81,1041,Coronet Bay Public Ramp,40,80,,
2001,8,12,NA,6,1072,Freshwater Bay Ramp,21,43,,
2001,8,12,NA,13,1126,Luhr Beach Ramp,24,38,,
2001,8,12,NA,9,1151,Norton Street (Everett) Ramp,22,55,,
2001,8,12,NA,16,1151,Norton Street (Everett) Ramp,17,38,,
2001,8,12,NA,81,1151,Norton Street (Everett) Ramp,1,3,,
2001,8,12,NA,82,1151,Norton Street (Everett) Ramp,122,298,,
2001,8,12,NA,11,1174,Point Defiance Public Ramp,85,181,,
2001,8,12,NA,9,1182,Point Wilson Beach,13,13,,
2001,8,12,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",22,57,,
2001,8,12,NA,11,1191,Port Orchard Public Ramp,6,13,,
2001,8,12,NA,31,1191,Port Orchard Public Ramp,31,64,,
2001,8,12,NA,11,1201,Redondo Pier,7,7,,
2001,8,12,NA,11,1202,Redondo Ramp,42,86,,
2001,8,12,NA,9,1210,Salsbury County Park Ramp,46,82,,
2001,8,12,NA,12,1210,Salsbury County Park Ramp,1,2,,
2001,8,12,NA,9,1227,Shilshole Public Ramp,1,1,,
2001,8,12,NA,10,1227,Shilshole Public Ramp,69,148,,
2001,8,12,NA,11,1227,Shilshole Public Ramp,11,18,,
2001,8,12,NA,17,1227,Shilshole Public Ramp,54,109,,
2001,8,12,NA,82,1227,Shilshole Public Ramp,2,4,,
2001,8,12,NA,7,1231,Skyline Marina/Sling (Flounder Bay),9,20,,
2001,8,12,NA,7,1268,Washington Park Launch Ramp,25,54,,
2001,8,12,NA,7,1275,"Wildcat Cove, Larrabee State Park",1,2,,
2001,8,12,NA,11,1279,Zittels Marina,1,3,,
2001,8,12,NA,13,1279,Zittels Marina,29,72,,
2001,8,12,NA,5,1450,Olsons East Docks (*1159)*,19,55,,
2001,8,12,NA,5,1457,Van Riper's South*,37,109,,
2001,8,12,NA,9,1603,Marrowstone Beach,29,29,,
2001,8,12,NA,81,1909,Deception Pass North Beach,162,162,,
2001,8,13,NA,10,1006,Armeni Public Ramp,6,13,,
2001,8,13,NA,11,1006,Armeni Public Ramp,9,17,,
2001,8,13,NA,7,1013,Bellingham Ramp (Glenn St.),4,8,,
2001,8,13,NA,7,1018,Blaine Ramp,1,3,,
2001,8,13,NA,14,1018,Blaine Ramp,1,2,,
2001,8,13,NA,13,1019,Boston Harbor Ramp/Marina,3,6,,
2001,8,13,NA,7,1041,Coronet Bay Public Ramp,1,3,,
2001,8,13,NA,81,1041,Coronet Bay Public Ramp,13,25,,
2001,8,13,NA,11,1059,Eleventh Street Bridge Ramp,1,2,,
2001,8,13,NA,6,1072,Freshwater Bay Ramp,8,20,,
2001,8,13,NA,10,1086,Gig Harbor Ramp,1,1,,
2001,8,13,NA,11,1086,Gig Harbor Ramp,15,22,,
2001,8,13,NA,12,1096,Hood Canal Public Ramp (Tacoma Light),23,44,,
2001,8,13,NA,26,1096,Hood Canal Public Ramp (Tacoma Light),1,2,,
2001,8,13,NA,11,1173,Point Defiance Boathouse,58,90,,
2001,8,13,NA,11,1174,Point Defiance Public Ramp,75,151,,
2001,8,13,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",2,4,,
2001,8,13,NA,6,1187,Port Angeles West Ramp,1,1,,
2001,8,13,NA,10,1227,Shilshole Public Ramp,7,13,,
2001,8,13,NA,82,1227,Shilshole Public Ramp,1,2,,
2001,8,13,NA,13,1235,Solo Point (Tatsolo Pt-Ft Lewis) Rm,14,22,,
2001,8,13,NA,7,1268,Washington Park Launch Ramp,7,22,,
2001,8,13,NA,13,1279,Zittels Marina,7,15,,
2001,8,14,NA,10,1006,Armeni Public Ramp,3,7,,
2001,8,14,NA,11,1006,Armeni Public Ramp,13,29,,
2001,8,14,NA,7,1013,Bellingham Ramp (Glenn St.),2,6,,
2001,8,14,NA,5,1038,Coho Resort,29,72,,
2001,8,14,NA,11,1149,"Narrows Marina (Boathouse, Ramp, Rental)",11,25,,
2001,8,14,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",2,3,,
2001,8,14,NA,11,1174,Point Defiance Public Ramp,56,101,,
2001,8,14,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",7,18,,
2001,8,14,NA,5,1450,Olsons East Docks (*1159)*,21,49,,
2001,8,15,NA,11,1046,Dash Point Dock,21,21,,
2001,8,15,NA,9,1182,Point Wilson Beach,21,21,,
2001,8,15,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",3,11,,
2001,8,15,NA,11,1202,Redondo Ramp,32,57,,
2001,8,15,NA,9,1603,Marrowstone Beach,8,8,,
2001,8,16,NA,13,1126,Luhr Beach Ramp,16,26,,
2001,8,16,NA,12,1143,Misery Point Ramp,3,6,,
2001,8,16,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",26,59,,
2001,8,16,NA,6,1187,Port Angeles West Ramp,12,24,,
2001,8,16,NA,9,1210,Salsbury County Park Ramp,26,30,,
2001,8,16,NA,6,1268,Washington Park Launch Ramp,1,2,,
2001,8,16,NA,7,1268,Washington Park Launch Ramp,7,15,,
2001,8,16,NA,5,1451,Olsons West Docks (*1159)*,32,87,,
2001,8,16,NA,5,1452,Olsons Ramp (*1159)*,42,117,,
2001,8,17,NA,10,1006,Armeni Public Ramp,1,3,,
2001,8,17,NA,11,1006,Armeni Public Ramp,19,38,,
2001,8,17,NA,7,1013,Bellingham Ramp (Glenn St.),7,17,,
2001,8,17,NA,7,1018,Blaine Ramp,2,4,,
2001,8,17,NA,13,1019,Boston Harbor Ramp/Marina,11,22,,
2001,8,17,NA,5,1038,Coho Resort,44,114,,
2001,8,17,NA,6,1041,Coronet Bay Public Ramp,6,13,,
2001,8,17,NA,7,1041,Coronet Bay Public Ramp,2,5,,
2001,8,17,NA,81,1041,Coronet Bay Public Ramp,20,34,,
2001,8,17,NA,12,1096,Hood Canal Public Ramp (Tacoma Light),4,7,,
2001,8,17,NA,26,1096,Hood Canal Public Ramp (Tacoma Light),2,2,,
2001,8,17,NA,9,1151,Norton Street (Everett) Ramp,7,14,,
2001,8,17,NA,16,1151,Norton Street (Everett) Ramp,15,31,,
2001,8,17,NA,82,1151,Norton Street (Everett) Ramp,75,168,,
2001,8,17,NA,11,1174,Point Defiance Public Ramp,103,208,,
2001,8,17,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",31,62,,
2001,8,17,NA,6,1187,Port Angeles West Ramp,12,24,,
2001,8,17,NA,7,1187,Port Angeles West Ramp,1,3,,
2001,8,17,NA,9,1210,Salsbury County Park Ramp,31,43,,
2001,8,17,NA,9,1227,Shilshole Public Ramp,2,3,,
2001,8,17,NA,10,1227,Shilshole Public Ramp,32,58,,
2001,8,17,NA,11,1227,Shilshole Public Ramp,5,9,,
2001,8,17,NA,7,1231,Skyline Marina/Sling (Flounder Bay),5,11,,
2001,8,17,NA,7,1268,Washington Park Launch Ramp,13,29,,
2001,8,17,NA,13,1279,Zittels Marina,8,15,,
2001,8,17,NA,5,1452,Olsons Ramp (*1159)*,51,133,,
2001,8,17,NA,26,1508,Hoodsport Shore,8,8,,
2001,8,17,NA,81,1909,Deception Pass North Beach,125,125,,
2001,8,18,NA,10,1006,Armeni Public Ramp,9,21,,
2001,8,18,NA,11,1006,Armeni Public Ramp,37,76,,
2001,8,18,NA,7,1013,Bellingham Ramp (Glenn St.),20,41,,
2001,8,18,NA,7,1016,Bellingham-6th St Ramp,8,18,,
2001,8,18,NA,7,1018,Blaine Ramp,5,8,,
2001,8,18,NA,4,1038,Coho Resort,4,9,,
2001,8,18,NA,5,1038,Coho Resort,51,137,,
2001,8,18,NA,6,1041,Coronet Bay Public Ramp,18,46,,
2001,8,18,NA,7,1041,Coronet Bay Public Ramp,11,28,,
2001,8,18,NA,81,1041,Coronet Bay Public Ramp,33,72,,
2001,8,18,NA,9,1055,Edmonds Boat Basin (Public Sling),20,47,,
2001,8,18,NA,10,1055,Edmonds Boat Basin (Public Sling),6,13,,
2001,8,18,NA,11,1055,Edmonds Boat Basin (Public Sling),1,2,,
2001,8,18,NA,82,1055,Edmonds Boat Basin (Public Sling),17,43,,
2001,8,18,NA,12,1096,Hood Canal Public Ramp (Tacoma Light),14,35,,
2001,8,18,NA,26,1096,Hood Canal Public Ramp (Tacoma Light),2,6,,
2001,8,18,NA,6,1107,John Wayne Marina,7,16,,
2001,8,18,NA,7,1107,John Wayne Marina,3,7,,
2001,8,18,NA,13,1126,Luhr Beach Ramp,16,27,,
2001,8,18,NA,9,1138,Mats Mats Bay Ramp,2,5,,
2001,8,18,NA,11,1149,"Narrows Marina (Boathouse, Ramp, Rental)",34,82,,
2001,8,18,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",6,16,,
2001,8,18,NA,9,1151,Norton Street (Everett) Ramp,24,49,,
2001,8,18,NA,16,1151,Norton Street (Everett) Ramp,7,16,,
2001,8,18,NA,82,1151,Norton Street (Everett) Ramp,138,339,,
2001,8,18,NA,9,1176,Point No Point Beach,65,65,,
2001,8,18,NA,9,1177,Point No Point Resort,2,5,,
2001,8,18,NA,7,1179,Point Roberts Lighthouse Ramp,11,24,,
2001,8,18,NA,14,1179,Point Roberts Lighthouse Ramp,2,6,,
2001,8,18,NA,9,1182,Point Wilson Beach,24,24,,
2001,8,18,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",49,116,,
2001,8,18,NA,6,1187,Port Angeles West Ramp,7,14,,
2001,8,18,NA,11,1202,Redondo Ramp,41,96,,
2001,8,18,NA,10,1227,Shilshole Public Ramp,46,98,,
2001,8,18,NA,11,1227,Shilshole Public Ramp,7,17,,
2001,8,18,NA,82,1227,Shilshole Public Ramp,4,7,,
2001,8,18,NA,6,1231,Skyline Marina/Sling (Flounder Bay),1,4,,
2001,8,18,NA,7,1231,Skyline Marina/Sling (Flounder Bay),15,46,,
2001,8,18,NA,7,1268,Washington Park Launch Ramp,21,48,,
2001,8,18,NA,13,1279,Zittels Marina,32,64,,
2001,8,18,NA,5,1457,Van Riper's South*,37,124,,
2001,8,18,NA,26,1508,Hoodsport Shore,39,39,,
2001,8,18,NA,9,1603,Marrowstone Beach,11,11,,
2001,8,18,NA,81,1909,Deception Pass North Beach,170,170,,
2001,8,19,NA,10,1006,Armeni Public Ramp,9,20,,
2001,8,19,NA,11,1006,Armeni Public Ramp,42,92,,
2001,8,19,NA,7,1013,Bellingham Ramp (Glenn St.),29,61,,
2001,8,19,NA,7,1016,Bellingham-6th St Ramp,7,11,,
2001,8,19,NA,7,1018,Blaine Ramp,10,19,,
2001,8,19,NA,14,1018,Blaine Ramp,1,3,,
2001,8,19,NA,13,1019,Boston Harbor Ramp/Marina,5,7,,
2001,8,19,NA,7,1030,Cap Sante Moorage & Sling,9,18,,
2001,8,19,NA,6,1041,Coronet Bay Public Ramp,30,67,,
2001,8,19,NA,7,1041,Coronet Bay Public Ramp,8,19,,
2001,8,19,NA,9,1041,Coronet Bay Public Ramp,1,2,,
2001,8,19,NA,81,1041,Coronet Bay Public Ramp,33,61,,
2001,8,19,NA,5,1044,Curleys Resort,29,90,,
2001,8,19,NA,9,1055,Edmonds Boat Basin (Public Sling),29,77,,
2001,8,19,NA,10,1055,Edmonds Boat Basin (Public Sling),5,10,,
2001,8,19,NA,82,1055,Edmonds Boat Basin (Public Sling),31,80,,
2001,8,19,NA,9,1056,Edmonds Public Fishing Pier,103,103,,
2001,8,19,NA,9,1058,Eglon Public Ramp,3,4,,
2001,8,19,NA,13,1093,Hartstene Is. Ramp,4,7,,
2001,8,19,NA,12,1096,Hood Canal Public Ramp (Tacoma Light),26,58,,
2001,8,19,NA,26,1096,Hood Canal Public Ramp (Tacoma Light),7,17,,
2001,8,19,NA,11,1149,"Narrows Marina (Boathouse, Ramp, Rental)",22,57,,
2001,8,19,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",5,8,,
2001,8,19,NA,11,1174,Point Defiance Public Ramp,106,227,,
2001,8,19,NA,9,1176,Point No Point Beach,18,18,,
2001,8,19,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",52,114,,
2001,8,19,NA,10,1191,Port Orchard Public Ramp,1,2,,
2001,8,19,NA,11,1191,Port Orchard Public Ramp,4,9,,
2001,8,19,NA,31,1191,Port Orchard Public Ramp,6,11,,
2001,8,19,NA,30,1198,Quilcene Bay Ramp,26,65,,
2001,8,19,NA,9,1210,Salsbury County Park Ramp,39,64,,
2001,8,19,NA,9,1227,Shilshole Public Ramp,4,7,,
2001,8,19,NA,10,1227,Shilshole Public Ramp,45,94,,
2001,8,19,NA,11,1227,Shilshole Public Ramp,6,15,,
2001,8,19,NA,82,1227,Shilshole Public Ramp,7,16,,
2001,8,19,NA,6,1231,Skyline Marina/Sling (Flounder Bay),1,2,,
2001,8,19,NA,7,1231,Skyline Marina/Sling (Flounder Bay),7,16,,
2001,8,19,NA,7,1268,Washington Park Launch Ramp,21,47,,
2001,8,19,NA,13,1279,Zittels Marina,18,44,,
2001,8,19,NA,4,1451,Olsons West Docks (*1159)*,1,2,,
2001,8,19,NA,5,1451,Olsons West Docks (*1159)*,24,64,,
2001,8,20,NA,10,1006,Armeni Public Ramp,9,19,,
2001,8,20,NA,11,1006,Armeni Public Ramp,9,16,,
2001,8,20,NA,7,1013,Bellingham Ramp (Glenn St.),5,8,,
2001,8,20,NA,7,1016,Bellingham-6th St Ramp,1,2,,
2001,8,20,NA,7,1018,Blaine Ramp,1,2,,
2001,8,20,NA,6,1041,Coronet Bay Public Ramp,13,28,,
2001,8,20,NA,7,1041,Coronet Bay Public Ramp,3,7,,
2001,8,20,NA,81,1041,Coronet Bay Public Ramp,19,34,,
2001,8,20,NA,12,1096,Hood Canal Public Ramp (Tacoma Light),11,22,,
2001,8,20,NA,26,1096,Hood Canal Public Ramp (Tacoma Light),3,6,,
2001,8,20,NA,13,1126,Luhr Beach Ramp,13,22,,
2001,8,20,NA,11,1149,"Narrows Marina (Boathouse, Ramp, Rental)",12,17,,
2001,8,20,NA,11,1173,Point Defiance Boathouse,45,66,,
2001,8,20,NA,11,1174,Point Defiance Public Ramp,58,112,,
2001,8,20,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",30,58,,
2001,8,20,NA,6,1187,Port Angeles West Ramp,9,20,,
2001,8,20,NA,11,1191,Port Orchard Public Ramp,1,2,,
2001,8,20,NA,31,1191,Port Orchard Public Ramp,4,7,,
2001,8,20,NA,10,1227,Shilshole Public Ramp,26,46,,
2001,8,20,NA,11,1227,Shilshole Public Ramp,2,4,,
2001,8,20,NA,6,1268,Washington Park Launch Ramp,1,2,,
2001,8,20,NA,7,1268,Washington Park Launch Ramp,3,5,,
2001,8,20,NA,13,1279,Zittels Marina,14,27,,
2001,8,20,NA,26,1508,Hoodsport Shore,18,18,,
2001,8,20,NA,81,1909,Deception Pass North Beach,34,34,,
2001,8,21,NA,5,1044,Curleys Resort,15,44,,
2001,8,21,NA,13,1070,Fox Island Public Ramp,1,2,,
2001,8,21,NA,11,1086,Gig Harbor Ramp,6,12,,
2001,8,21,NA,13,1126,Luhr Beach Ramp,2,3,,
2001,8,21,NA,9,1151,Norton Street (Everett) Ramp,1,3,,
2001,8,21,NA,82,1151,Norton Street (Everett) Ramp,57,132,,
2001,8,21,NA,11,1174,Point Defiance Public Ramp,51,92,,
2001,8,21,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",15,31,,
2001,8,21,NA,6,1187,Port Angeles West Ramp,8,15,,
2001,8,21,NA,10,1227,Shilshole Public Ramp,16,27,,
2001,8,21,NA,11,1227,Shilshole Public Ramp,1,3,,
2001,8,21,NA,82,1227,Shilshole Public Ramp,1,1,,
2001,8,21,NA,7,1268,Washington Park Launch Ramp,1,2,,
2001,8,21,NA,10,1428,Seacrest Pier,53,53,,
2001,8,21,NA,5,1451,Olsons West Docks (*1159)*,17,40,,
2001,8,22,NA,11,1149,"Narrows Marina (Boathouse, Ramp, Rental)",6,11,,
2001,8,22,NA,9,1182,Point Wilson Beach,20,20,,
2001,8,22,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",5,10,,
2001,8,22,NA,6,1187,Port Angeles West Ramp,1,1,,
2001,8,22,NA,7,1268,Washington Park Launch Ramp,1,3,,
2001,8,23,NA,5,1038,Coho Resort,35,82,,
2001,8,23,NA,12,1096,Hood Canal Public Ramp (Tacoma Light),4,9,,
2001,8,23,NA,13,1126,Luhr Beach Ramp,12,20,,
2001,8,23,NA,11,1174,Point Defiance Public Ramp,44,86,,
2001,8,23,NA,13,1174,Point Defiance Public Ramp,1,2,,
2001,8,23,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",16,24,,
2001,8,23,NA,6,1187,Port Angeles West Ramp,3,7,,
2001,8,23,NA,5,1452,Olsons Ramp (*1159)*,38,95,,
2001,8,23,NA,26,1508,Hoodsport Shore,1,1,,
2001,8,24,NA,10,1006,Armeni Public Ramp,8,17,,
2001,8,24,NA,11,1006,Armeni Public Ramp,21,39,,
2001,8,24,NA,82,1006,Armeni Public Ramp,1,1,,
2001,8,24,NA,7,1013,Bellingham Ramp (Glenn St.),9,19,,
2001,8,24,NA,6,1041,Coronet Bay Public Ramp,15,36,,
2001,8,24,NA,7,1041,Coronet Bay Public Ramp,6,13,,
2001,8,24,NA,81,1041,Coronet Bay Public Ramp,32,63,,
2001,8,24,NA,5,1044,Curleys Resort,28,90,,
2001,8,24,NA,12,1096,Hood Canal Public Ramp (Tacoma Light),12,28,,
2001,8,24,NA,26,1096,Hood Canal Public Ramp (Tacoma Light),2,5,,
2001,8,24,NA,11,1149,"Narrows Marina (Boathouse, Ramp, Rental)",21,39,,
2001,8,24,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",8,16,,
2001,8,24,NA,9,1151,Norton Street (Everett) Ramp,15,36,,
2001,8,24,NA,16,1151,Norton Street (Everett) Ramp,8,19,,
2001,8,24,NA,82,1151,Norton Street (Everett) Ramp,76,167,,
2001,8,24,NA,11,1174,Point Defiance Public Ramp,75,150,,
2001,8,24,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",29,61,,
2001,8,24,NA,30,1198,Quilcene Bay Ramp,35,62,,
2001,8,24,NA,9,1210,Salsbury County Park Ramp,32,45,,
2001,8,24,NA,9,1227,Shilshole Public Ramp,1,2,,
2001,8,24,NA,10,1227,Shilshole Public Ramp,33,60,,
2001,8,24,NA,11,1227,Shilshole Public Ramp,2,3,,
2001,8,24,NA,81,1227,Shilshole Public Ramp,1,2,,
2001,8,24,NA,82,1227,Shilshole Public Ramp,4,8,,
2001,8,24,NA,7,1231,Skyline Marina/Sling (Flounder Bay),4,7,,
2001,8,24,NA,11,1235,Solo Point (Tatsolo Pt-Ft Lewis) Rm,3,5,,
2001,8,24,NA,13,1235,Solo Point (Tatsolo Pt-Ft Lewis) Rm,28,48,,
2001,8,24,NA,7,1268,Washington Park Launch Ramp,22,48,,
2001,8,24,NA,13,1279,Zittels Marina,18,43,,
2001,8,24,NA,5,1451,Olsons West Docks (*1159)*,27,71,,
2001,8,24,NA,81,1909,Deception Pass North Beach,220,220,,
2001,8,25,NA,10,1006,Armeni Public Ramp,19,37,,
2001,8,25,NA,11,1006,Armeni Public Ramp,32,72,,
2001,8,25,NA,82,1006,Armeni Public Ramp,1,5,,
2001,8,25,NA,7,1013,Bellingham Ramp (Glenn St.),22,48,,
2001,8,25,NA,7,1018,Blaine Ramp,17,37,,
2001,8,25,NA,15,1018,Blaine Ramp,1,1,,
2001,8,25,NA,6,1041,Coronet Bay Public Ramp,34,79,,
2001,8,25,NA,7,1041,Coronet Bay Public Ramp,14,31,,
2001,8,25,NA,81,1041,Coronet Bay Public Ramp,45,102,,
2001,8,25,NA,9,1055,Edmonds Boat Basin (Public Sling),21,50,,
2001,8,25,NA,10,1055,Edmonds Boat Basin (Public Sling),6,11,,
2001,8,25,NA,82,1055,Edmonds Boat Basin (Public Sling),20,49,,
2001,8,25,NA,6,1072,Freshwater Bay Ramp,14,29,,
2001,8,25,NA,13,1093,Hartstene Is. Ramp,14,30,,
2001,8,25,NA,12,1096,Hood Canal Public Ramp (Tacoma Light),37,82,,
2001,8,25,NA,26,1096,Hood Canal Public Ramp (Tacoma Light),9,20,,
2001,8,25,NA,13,1126,Luhr Beach Ramp,18,32,,
2001,8,25,NA,11,1149,"Narrows Marina (Boathouse, Ramp, Rental)",32,77,,
2001,8,25,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",9,23,,
2001,8,25,NA,9,1151,Norton Street (Everett) Ramp,22,47,,
2001,8,25,NA,16,1151,Norton Street (Everett) Ramp,4,12,,
2001,8,25,NA,82,1151,Norton Street (Everett) Ramp,116,303,,
2001,8,25,NA,10,1174,Point Defiance Public Ramp,1,3,,
2001,8,25,NA,11,1174,Point Defiance Public Ramp,105,235,,
2001,8,25,NA,7,1179,Point Roberts Lighthouse Ramp,8,12,,
2001,8,25,NA,9,1182,Point Wilson Beach,24,24,,
2001,8,25,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",68,153,,
2001,8,25,NA,6,1187,Port Angeles West Ramp,23,56,,
2001,8,25,NA,15,1187,Port Angeles West Ramp,1,3,,
2001,8,25,NA,11,1202,Redondo Ramp,35,75,,
2001,8,25,NA,9,1210,Salsbury County Park Ramp,54,95,,
2001,8,25,NA,12,1210,Salsbury County Park Ramp,2,4,,
2001,8,25,NA,9,1227,Shilshole Public Ramp,6,12,,
2001,8,25,NA,10,1227,Shilshole Public Ramp,75,162,,
2001,8,25,NA,11,1227,Shilshole Public Ramp,7,10,,
2001,8,25,NA,82,1227,Shilshole Public Ramp,6,13,,
2001,8,25,NA,7,1268,Washington Park Launch Ramp,28,57,,
2001,8,25,NA,4,1450,Olsons East Docks (*1159)*,1,2,,
2001,8,25,NA,5,1450,Olsons East Docks (*1159)*,52,151,,
2001,8,25,NA,4,1457,Van Riper's South*,2,10,,
2001,8,25,NA,5,1457,Van Riper's South*,55,155,,
2001,8,25,NA,81,1909,Deception Pass North Beach,140,140,,
2001,8,26,NA,9,1006,Armeni Public Ramp,1,2,,
2001,8,26,NA,10,1006,Armeni Public Ramp,29,61,,
2001,8,26,NA,11,1006,Armeni Public Ramp,38,83,,
2001,8,26,NA,6,1013,Bellingham Ramp (Glenn St.),1,2,,
2001,8,26,NA,7,1013,Bellingham Ramp (Glenn St.),45,97,,
2001,8,26,NA,7,1018,Blaine Ramp,17,35,,
2001,8,26,NA,14,1018,Blaine Ramp,1,2,,
2001,8,26,NA,15,1018,Blaine Ramp,1,2,,
2001,8,26,NA,13,1019,Boston Harbor Ramp/Marina,11,22,,
2001,8,26,NA,6,1041,Coronet Bay Public Ramp,37,90,,
2001,8,26,NA,7,1041,Coronet Bay Public Ramp,8,18,,
2001,8,26,NA,9,1041,Coronet Bay Public Ramp,1,4,,
2001,8,26,NA,81,1041,Coronet Bay Public Ramp,38,89,,
2001,8,26,NA,9,1055,Edmonds Boat Basin (Public Sling),26,65,,
2001,8,26,NA,10,1055,Edmonds Boat Basin (Public Sling),9,20,,
2001,8,26,NA,82,1055,Edmonds Boat Basin (Public Sling),30,70,,
2001,8,26,NA,9,1056,Edmonds Public Fishing Pier,114,114,,
2001,8,26,NA,12,1143,Misery Point Ramp,16,34,,
2001,8,26,NA,11,1149,"Narrows Marina (Boathouse, Ramp, Rental)",23,52,,
2001,8,26,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",7,12,,
2001,8,26,NA,11,1174,Point Defiance Public Ramp,80,174,,
2001,8,26,NA,9,1176,Point No Point Beach,18,18,,
2001,8,26,NA,9,1177,Point No Point Resort,14,36,,
2001,8,26,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",70,161,,
2001,8,26,NA,6,1187,Port Angeles West Ramp,19,44,,
2001,8,26,NA,15,1187,Port Angeles West Ramp,1,2,,
2001,8,26,NA,10,1191,Port Orchard Public Ramp,5,14,,
2001,8,26,NA,11,1191,Port Orchard Public Ramp,4,8,,
2001,8,26,NA,31,1191,Port Orchard Public Ramp,17,38,,
2001,8,26,NA,30,1198,Quilcene Bay Ramp,9,19,,
2001,8,26,NA,11,1202,Redondo Ramp,40,90,,
2001,8,26,NA,9,1210,Salsbury County Park Ramp,17,21,,
2001,8,26,NA,9,1227,Shilshole Public Ramp,6,11,,
2001,8,26,NA,10,1227,Shilshole Public Ramp,81,175,,
2001,8,26,NA,11,1227,Shilshole Public Ramp,7,16,,
2001,8,26,NA,82,1227,Shilshole Public Ramp,1,2,,
2001,8,26,NA,7,1268,Washington Park Launch Ramp,44,100,,
2001,8,26,NA,13,1279,Zittels Marina,23,61,,
2001,8,26,NA,5,1452,Olsons Ramp (*1159)*,93,262,,
2001,8,26,NA,5,1457,Van Riper's South*,35,97,,
2001,8,26,NA,81,1909,Deception Pass North Beach,220,220,,
2001,8,27,NA,10,1006,Armeni Public Ramp,6,10,,
2001,8,27,NA,11,1006,Armeni Public Ramp,9,16,,
2001,8,27,NA,7,1013,Bellingham Ramp (Glenn St.),7,20,,
2001,8,27,NA,7,1018,Blaine Ramp,2,3,,
2001,8,27,NA,6,1041,Coronet Bay Public Ramp,10,22,,
2001,8,27,NA,81,1041,Coronet Bay Public Ramp,16,34,,
2001,8,27,NA,13,1070,Fox Island Public Ramp,4,6,,
2001,8,27,NA,11,1086,Gig Harbor Ramp,21,42,,
2001,8,27,NA,12,1096,Hood Canal Public Ramp (Tacoma Light),11,20,,
2001,8,27,NA,13,1126,Luhr Beach Ramp,14,24,,
2001,8,27,NA,11,1149,"Narrows Marina (Boathouse, Ramp, Rental)",16,33,,
2001,8,27,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",4,7,,
2001,8,27,NA,9,1151,Norton Street (Everett) Ramp,3,5,,
2001,8,27,NA,16,1151,Norton Street (Everett) Ramp,4,7,,
2001,8,27,NA,82,1151,Norton Street (Everett) Ramp,26,60,,
2001,8,27,NA,11,1173,Point Defiance Boathouse,23,32,,
2001,8,27,NA,11,1174,Point Defiance Public Ramp,67,124,,
2001,8,27,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",28,51,,
2001,8,27,NA,6,1187,Port Angeles West Ramp,5,12,,
2001,8,27,NA,30,1198,Quilcene Bay Ramp,3,9,,
2001,8,27,NA,9,1227,Shilshole Public Ramp,2,6,,
2001,8,27,NA,10,1227,Shilshole Public Ramp,24,44,,
2001,8,27,NA,82,1227,Shilshole Public Ramp,3,5,,
2001,8,27,NA,7,1268,Washington Park Launch Ramp,6,11,,
2001,8,27,NA,81,1268,Washington Park Launch Ramp,2,5,,
2001,8,27,NA,5,1450,Olsons East Docks (*1159)*,27,70,,
