Year,Month,Day,regulations,catch_area_code,location_code,location_name,boats,anglers,chinook_ad_kept,chinook_um_kept,chinook_unk_kept,chinook_ad_released,chinook_um_released,chinook_unk_released,coho_ad_kept,coho_um_kept,coho_unk_kept,coho_ad_released,coho_um_released,coho_unk_released,pink_na_kept,chum_na_kept,sockeye_na_kept,pink_na_released,chum_na_released,sockeye_na_released
2012,8,31,B,11,1132,Manchester Public Ramp,2,3,,,,1,,,1,,,,,,,,,,,
2012,8,31,B,11,1173,Point Defiance Boathouse,24,28,5,,,1,5,25,4,5,,,,,,,,,,
2012,8,31,B,11,1227,Shilshole Public Ramp,1,2,,,,,,3,,,,,,,,,,,,
2012,8,31,B,12,1096,Saltwater Park Ramp (Hood Canal Rmp Tacoma Light),8,18,,,,,,1,1,,,,,,,,,,,
2012,8,31,B,12,1261,Union Ramp,2,4,,,,,,,,,,,,,,,,,,
2012,8,31,B,13,1019,Boston Harbor Ramp/Marina,10,19,2,,,2,,,,,,,,,,,,,,
2012,8,31,B,13,1126,Luhr Beach Ramp,6,14,,,,,1,1,,,,,,,,,,,,
2012,8,31,B,13,1149,Narrows Ramp,3,6,,,,,,,,,,,,,,,,,,
2012,8,31,B,Canada,1159,Olson's Resort,1,2,,,,,,,,,,,,,,,,,,
2012,8,31,B,12,1508,Hoodsport Shore,7,7,,,,,,,,,,,,,,,,,,
2012,8,31,B,7,1245,Swinomish Channel Ramp,1,1,,,,1,,,,,,,,,,,,,,
2012,8,31,B,10,1191,Port Orchard Public Ramp,3,6,2,,,,,1,,,,1,,,,,,,,
2012,8,31,B,11,1173,Point Defiance Boathouse,1,1,1,,,,,,,,,,,,,,,,,
2012,8,31,B,4B,1159,Olson's Resort,1,4,,,,,,,,,,,,,,,,,,
2012,8,31,B,4B,1263,Van Ripers Resort,1,2,,,,,,,,,,,,,,,,,,
2012,8,31,B,81,1041,Cornet Bay Public Ramp,18,34,,,,,1,,7,10,,,,1,,,,,,
2012,9,1,B,4,1452,Olson's Ramp & Docks (*1159)*,1,3,,,,,1,,6,,,2,12,,,,,,,
2012,9,1,B,5,1044,Curleys Resort,26,73,,,,3,8,2,70,,,2,199,,,,,,,
2012,9,1,B,5,1452,Olson's Ramp & Docks (*1159)*,73,182,1,,,13,13,19,145,,,2,333,9,,,,,,
2012,9,1,B,6,1041,Cornet Bay Public Ramp,6,15,,,,,,,1,,,,,,,,,,,
2012,9,1,B,6,1186,"Ediz Hook, Port Angeles Public Ramp",31,61,1,,,2,,1,47,,,1,116,,,,,,,
2012,9,1,B,6,1187,Port Angeles West Ramp,17,35,2,,,,,2,26,,,5,45,24,,,,1,,
2012,9,1,B,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,15,32,2,2,,,2,2,2,,,,1,,,,,,,
2012,9,1,B,7,1018,Blaine Ramp,8,26,,,,,,1,,,,,,,,,,,,
2012,9,1,B,7,1041,Cornet Bay Public Ramp,3,6,,,,1,1,,,,,,1,,,,,,,
2012,9,1,B,7,1245,Swinomish Channel Ramp,4,6,,,,1,,,,,,,,,,,,,,
2012,9,1,B,7,1268,Washington Park Launch Ramp,16,35,2,,,,1,,2,,,,,,,,,,,
2012,9,1,B,7,1803,"Griffin Bay Ramp, San Juan Is",3,5,,,,,,2,,,,,,,,,,,,
2012,9,1,B,9,1006,Armeni Public Ramp,1,2,,,,,,,1,2,,,,,,,,,,
2012,9,1,B,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),54,126,,,,2,,8,27,47,,5,1,25,,,,,,
2012,9,1,B,9,1210,Salsbury County Park Ramp,23,42,,,,3,,,4,,,,,5,,,,,,
2012,9,1,B,9,1227,Shilshole Public Ramp,6,15,,,,,,1,6,5,,,,,,,,,,
2012,9,1,B,9,1916,Ebey Waterfront Park (near Marysville Public Ramp),3,5,,1,,,,,,3,,,2,,,,,,,
2012,9,1,B,10,1006,Armeni Public Ramp,45,96,1,,,2,,3,43,27,,6,,8,,,,,,
2012,9,1,B,10,1151,Everett Ramp (formerly Norton Street Ramp (2010)),2,4,,,,,,,,,,,,,,,,,,
2012,9,1,B,10,1210,Salsbury County Park Ramp,1,2,,,,,,2,1,,,,,13,,,,,,
2012,9,1,B,10,1227,Shilshole Public Ramp,69,148,,,,9,4,9,69,85,,15,4,47,,,,,,
2012,9,1,B,11,1006,Armeni Public Ramp,5,9,3,,,1,,3,,,,,,,,,,,,
2012,9,1,B,11,1086,Gig Harbor Ramp,23,46,8,,,,4,5,3,7,,,,1,,,,,,
2012,9,1,B,11,1149,Narrows Ramp,7,12,,,,1,1,4,1,,,,,,,,,,,
2012,9,1,B,11,1174,Point Defiance Public Ramp,95,203,11,,,3,10,27,12,17,,1,,,,,,,,
2012,9,1,B,11,1227,Shilshole Public Ramp,1,3,,,,,,,1,1,,,,,,,,,,
2012,9,1,B,12,1096,Saltwater Park Ramp (Hood Canal Rmp Tacoma Light),9,17,,,,,,8,,,,,,1,,,,,,
2012,9,1,B,12,1143,Misery Point Ramp,19,34,1,,,,,10,,,,,,10,,,,,,
2012,9,1,B,12,1180,Pleasant Harbor Boat Ramp (WDFW),1,3,,,,,,,,,,,,,,,,,,
2012,9,1,B,12,1210,Salsbury County Park Ramp,3,4,,,,6,,5,,,,,,,,,,,,
2012,9,1,B,13,1070,Fox Island Public Ramp,1,3,,,,,1,,1,,,,,,,,,,,
2012,9,1,B,13,1126,Luhr Beach Ramp,7,13,,,,,,,,,,,,,,,,,,
2012,9,1,B,13,1149,Narrows Ramp,6,11,2,,,,,,,,,,,,,,,,,
2012,9,1,B,13,1174,Point Defiance Public Ramp,1,2,,,,,,,,,,,,,,,,,,
2012,9,1,B,13,1235,Solo Point (Tatsolo Pt-Ft Lewis) Rm,16,31,1,,,5,2,2,,,,,,,,,,,,
2012,9,1,B,13,1279,Zittels Marina,10,19,,,,,,2,,,,,,,,,,,,
2012,9,1,B,Canada,1187,Port Angeles West Ramp,2,4,,,,,,,,,,,,,,,,,,
2012,9,1,B,10,1191,Port Orchard Public Ramp,3,5,1,,,5,1,,,,,,,,,,,,,
2012,9,1,B,11,1174,Point Defiance Public Ramp,3,7,,,,,1,,,,,,,,,,,,,
2012,9,1,B,4B,1044,Curleys Resort,2,6,,,,,,,,,,,,,,,,,,
2012,9,1,B,4B,1452,Olson's Ramp & Docks (*1159)*,1,3,,,,,,,,,,,,,,,,,,
2012,9,1,B,81,1041,Cornet Bay Public Ramp,14,35,,,,,,2,5,7,,,,,,,,,,
2012,9,1,B,81,1268,Washington Park Launch Ramp,1,3,,,,,,,1,,,,,,,,,,,
2012,9,1,B,81,1909,Deception Pass North Beach,20,20,,,,,,,1,,,,,2,,,,,,
2012,9,1,B,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),46,106,,,,,1,4,12,49,,1,,12,,,,,,
2012,9,1,B,82,1916,Ebey Waterfront Park (near Marysville Public Ramp),7,15,,,,,,,1,,,2,1,,,,,,,
2012,9,2,B,5,1044,Curleys Resort,27,82,1,,,,19,,90,,,1,194,,,,,,,
2012,9,2,B,5,1159,Olson's Resort,49,136,,,,14,13,8,153,,,5,284,1,,,,,,
2012,9,2,B,5,1457,Van Riper's South*,55,149,3,,,3,1,3,163,,,7,306,4,,,,,,
2012,9,2,B,6,1041,Cornet Bay Public Ramp,1,2,,,,,,,,,,,,,,,,,,
2012,9,2,B,6,1072,Freshwater Bay Ramp,5,9,,,,,,,9,,,,4,10,,,,,,
2012,9,2,B,6,1186,"Ediz Hook, Port Angeles Public Ramp",19,42,,,,2,,,41,,,25,43,5,,,,,,
2012,9,2,B,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,13,36,4,4,,,,,2,,,,,,,,,,,
2012,9,2,B,7,1041,Cornet Bay Public Ramp,4,7,,,,,,,,,,1,,,,,,,,
2012,9,2,B,7,1245,Swinomish Channel Ramp,5,11,,1,,,,1,,,,,,,,,,,,
2012,9,2,B,7,1268,Washington Park Launch Ramp,7,16,3,,,,,1,,,,,,,,,,,,
2012,9,2,B,7,1275,"Wildcat Cove Ramp, Larrabee State Park",3,9,1,,,,,,,,,,,,,,,,,
2012,9,2,B,7,1803,"Griffin Bay Ramp, San Juan Is",2,5,,,,,,,,,,,,,,,,,,
2012,9,2,B,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),52,115,1,,,,4,1,34,54,,3,1,14,,,,,,
2012,9,2,B,9,1227,Shilshole Public Ramp,3,6,,,,1,1,,1,,,,,,,,,,,
2012,9,2,B,10,1006,Armeni Public Ramp,22,49,,,,2,1,6,23,17,,,2,,,,,,,
2012,9,2,B,10,1061,Evergreen Park Ramp,2,4,,,,,,,,,,,,,,,,,,
2012,9,2,B,10,1151,Everett Ramp (formerly Norton Street Ramp (2010)),1,2,,,,,,,2,2,,,,,,,,,,
2012,9,2,B,10,1191,Port Orchard Public Ramp,2,7,,,,,,,,,,,,,,,,,,
2012,9,2,B,10,1227,Shilshole Public Ramp,69,153,,,,1,2,4,113,55,,5,3,39,,,,,,
2012,9,2,B,11,1006,Armeni Public Ramp,4,9,1,,,3,,,1,,,,,,,,,,,
2012,9,2,B,11,1086,Gig Harbor Ramp,11,21,4,,,,,1,6,,,,,,,,,,,
2012,9,2,B,11,1149,Narrows Ramp,1,2,,,,,,,,,,,,,,,,,,
2012,9,2,B,11,1157,Olalla Public Ramp,4,5,,,,1,1,,4,,,,2,,,1,,,,
2012,9,2,B,11,1173,Point Defiance Boathouse,37,65,6,,,1,1,6,7,7,,,,5,,,,,,
2012,9,2,B,11,1174,Point Defiance Public Ramp,86,200,13,,,8,4,64,14,10,,,1,2,,,,,,
2012,9,2,B,11,1191,Port Orchard Public Ramp,2,4,1,,,2,,15,,,,,,,,,,,,
2012,9,2,B,12,1096,Saltwater Park Ramp (Hood Canal Rmp Tacoma Light),11,24,1,,,,,3,,,,,,,,,,,,
2012,9,2,B,12,1143,Misery Point Ramp,5,11,,,,6,,,,1,,2,,,,,,,,
2012,9,2,B,13,1019,Boston Harbor Ramp/Marina,1,1,1,,,,,,,,,,,,,,,,,
2012,9,2,B,13,1126,Luhr Beach Ramp,13,26,,,,,,2,,,,,,,,,,,,
2012,9,2,B,13,1149,Narrows Ramp,3,6,,,,,5,,1,,,1,,,,,,,,
2012,9,2,B,13,1235,Solo Point (Tatsolo Pt-Ft Lewis) Rm,9,16,,,,,,,,,,,,,,,,,,
2012,9,2,B,12,1143,Misery Point Ramp,3,6,,,,1,,,,,,1,,,,,,,2,
2012,9,2,B,10,1023,Brownsville Marina,1,2,,,,,,,,,,,,,,,,,,
2012,9,2,B,10,1061,Evergreen Park Ramp,1,3,,,,,,,,,,,,,,,,,,
2012,9,2,B,10,1191,Port Orchard Public Ramp,3,8,,,,,,,,,,,,,,,,,,
2012,9,2,B,11,1173,Point Defiance Boathouse,1,1,,,,,,,,,,,,,,,,,,
2012,9,2,B,11,1174,Point Defiance Public Ramp,5,12,,,,,,1,,,,,,,,,,,,
2012,9,2,B,81,1041,Cornet Bay Public Ramp,16,34,,,,,,,4,16,,,,,,,,,,
2012,9,2,B,81,1909,Deception Pass North Beach,21,21,,,,,,,,,,,,,,,,,,
2012,9,2,B,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),47,95,,,,,,8,15,48,,2,1,7,,,,,,
2012,9,4,B,5,1159,Olson's Resort,12,21,,,,,,2,38,,,,64,,,,,,,
2012,9,4,B,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,6,12,1,2,,,1,1,1,,,,2,,,,,,,
2012,9,4,B,11,1157,Olalla Public Ramp,2,2,,,,,,,,,,,,,,,,,,
2012,9,4,B,12,1143,Misery Point Ramp,1,2,,,,,,,1,2,,,,3,,,,,,
2012,9,4,B,13,1093,Hartstene Is. Ramp (aka Latimer's Landing),2,4,,,,,,,,,,,,,,,,,,
2012,9,4,B,10,1191,Port Orchard Public Ramp,1,2,,,,,,,,,,,,,,,,,,
2012,9,4,B,10,1415,Gorst Shore (in Sinclair Inlet),11,11,1,,,5,,,,,,,,,,,,,,
2012,9,5,B,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,2,2,1,,,,,,,,,,,,,,,,,
2012,9,5,B,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),41,85,1,,,1,1,4,21,39,,5,1,5,,,,,,
2012,9,5,B,10,1151,Everett Ramp (formerly Norton Street Ramp (2010)),2,4,,,,,,1,5,3,,,,,,,,,,
2012,9,5,B,10,1227,Shilshole Public Ramp,46,82,,,,2,3,5,55,31,,3,,10,,,,,,
2012,9,5,B,11,1227,Shilshole Public Ramp,2,3,1,,,,,1,,1,,,,,,,,,,
2012,9,5,B,13,1019,Boston Harbor Ramp/Marina,2,6,,,,,,1,,,,,,,,,,,,
2012,9,5,B,12,1510,Lingerlonger Ramp,1,2,,,,,,,,1,,,,3,,,,,,
2012,9,5,B,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),39,76,,,,1,,3,16,27,,,,2,,,,,,
2012,9,6,B,5,1450,Olson's East Docks (*1159)*,17,38,,,,,2,,38,,,,94,3,,,,,,
2012,9,6,B,5,1457,Van Riper's South*,26,67,,,,,1,,74,,,7,225,,,,,,,
2012,9,6,B,6,1187,Port Angeles West Ramp,19,37,,,,,2,1,46,,,5,92,2,,,,,,
2012,9,6,B,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,7,16,,,,1,1,,,,,,5,,,,,,,
2012,9,6,B,10,1227,Shilshole Public Ramp,44,78,,,,,,12,66,20,,7,,8,,,,,,
2012,9,6,B,11,1086,Gig Harbor Ramp,9,16,,,,1,,,1,3,,,,,,,,,,
2012,9,6,B,11,1173,Point Defiance Boathouse,21,25,2,,,,,2,5,1,,,,5,,,,,,
2012,9,6,B,11,1174,Point Defiance Public Ramp,39,69,2,,,4,8,20,10,7,,5,4,4,,,,,,
2012,9,6,B,11,1202,Redondo Ramp,33,60,2,,,,2,45,25,20,,1,,16,,,,,,
2012,9,6,B,12,1250,Tahuya Ramp,1,2,,,,,,,,,,,,,,,,,,
2012,9,6,B,13,1019,Boston Harbor Ramp/Marina,1,1,,,,,,,,,,,,,,,,,,
2012,9,6,B,13,1235,Solo Point (Tatsolo Pt-Ft Lewis) Rm,3,6,,,,,,,,,,,,,,,,,,
2012,9,6,B,13,1279,Zittels Marina,1,2,,,,,,,,,,,,,,,,,,
2012,9,6,B,11,1174,Point Defiance Public Ramp,2,4,,,,,,,,,,,,,,,,,,
2012,9,6,B,81,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,1,2,,,,,,,,1,,,,,,,,,,
2012,9,7,B,5,1451,Olson's West Docks (*1159)*,9,28,1,,,1,1,2,37,,,,76,,,,,,,
2012,9,7,B,5,1452,Olson's Ramp & Docks (*1159)*,50,104,4,,,3,28,,129,,,16,413,,,,,,,
2012,9,7,B,6,1186,"Ediz Hook, Port Angeles Public Ramp",25,44,,,,4,,1,70,,,19,133,,,,,,,
2012,9,7,B,6,1187,Port Angeles West Ramp,24,50,1,,,,1,10,58,3,,2,156,,,,,,,
2012,9,7,B,7,1016,Bellingham-6th St Ramp,1,3,,,,,,,,,,,,,,,,,,
2012,9,7,B,7,1018,Blaine Ramp,2,5,,,,,,,,,,,,,,,,,,
2012,9,7,B,7,1041,Cornet Bay Public Ramp,5,11,3,1,,,,,1,,,,2,1,,,,,,
2012,9,7,B,7,1231,Skyline Marina/Sling (Flounder Bay),2,5,1,,,,,,,,,,1,,,,,,,
2012,9,7,B,7,1245,Swinomish Channel Ramp,2,2,,,,,,,,,,,,,,,,,,
2012,9,7,B,7,1268,Washington Park Launch Ramp,10,19,,,,2,,1,,,,,15,,,,,,,
2012,9,7,B,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),57,113,,,,,2,,37,71,,4,2,7,,,,,,
2012,9,7,B,9,1227,Shilshole Public Ramp,1,1,,,,,,,,,,,,,,,,,,
2012,9,7,B,10,1006,Armeni Public Ramp,30,51,,,,,1,,50,14,,,,7,,,,,,
2012,9,7,B,10,1151,Everett Ramp (formerly Norton Street Ramp (2010)),2,4,,,,,,,3,3,,,,,,,,,,
2012,9,7,B,10,1227,Shilshole Public Ramp,63,122,,,,2,,4,104,54,,13,1,75,,,,,,
2012,9,7,B,11,1086,Gig Harbor Ramp,23,36,3,,,,1,10,2,2,,,,1,,,,,,
2012,9,7,B,11,1149,Narrows Ramp,2,5,,,,,,,,,,,,,,,,,,
2012,9,7,B,11,1173,Point Defiance Boathouse,21,28,7,,,1,3,3,5,2,,,,,,,,,,
2012,9,7,B,11,1174,Point Defiance Public Ramp,48,92,4,,,4,2,7,9,4,,1,1,2,,,,,,
2012,9,7,B,12,1096,Saltwater Park Ramp (Hood Canal Rmp Tacoma Light),1,1,,,,,,,,,,,,,,,,,,
2012,9,7,B,12,1261,Union Ramp,2,5,,,,,,,,,,,,,,,,,,
2012,9,7,B,13,1019,Boston Harbor Ramp/Marina,2,3,,,,,,,,,,,,,,,,,,
2012,9,7,B,13,1126,Luhr Beach Ramp,7,12,,,,,,,,,,,,1,,,,,,
2012,9,7,B,13,1149,Narrows Ramp,2,2,,,,,,,,,,,,,,,,,,
2012,9,7,B,13,1235,Solo Point (Tatsolo Pt-Ft Lewis) Rm,2,4,,,,,,,,,,,,,,,,,,
2012,9,7,B,Canada,1186,"Ediz Hook, Port Angeles Public Ramp",1,1,,,,,,,,,,,,,,,,,,
2012,9,7,B,Canada,1187,Port Angeles West Ramp,1,1,,,,,,,,,,,,,,,,,,
2012,9,7,B,Canada,1451,Olson's West Docks (*1159)*,1,2,,,,,,,,,,,,,,,,,,
2012,9,7,B,12,1508,Hoodsport Shore,10,10,,,,,,,,,,,,,,,,,,
2012,9,7,B,11,1086,Gig Harbor Ramp,1,2,,,,,,,,,,,,,,,,,,
2012,9,7,B,4B,1452,Olson's Ramp & Docks (*1159)*,2,5,,,,,,,,,,,,,,,,,,
2012,9,7,B,81,1041,Cornet Bay Public Ramp,18,36,,,,,2,1,16,13,,,,,,,,,,
2012,9,7,B,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),49,97,,,,2,1,7,27,61,,,4,,,,,,,
2012,9,8,B,5,1044,Curleys Resort,9,23,1,,,,,1,39,,,10,93,8,,,,,,
2012,9,8,B,5,1159,Olson's Resort,59,135,5,,,,6,1,210,1,,13,511,24,,,,,,
2012,9,8,B,5,1263,Van Ripers Resort,58,143,3,,,5,33,,200,,,32,455,18,,,,,,
2012,9,8,B,6,1041,Cornet Bay Public Ramp,4,9,,,,,,,,,,,,,,,,,,
2012,9,8,B,6,1186,"Ediz Hook, Port Angeles Public Ramp",50,99,,,,2,3,4,82,,,13,200,3,,,,,,
2012,9,8,B,6,1268,Washington Park Launch Ramp,1,3,,,,,,,2,2,,,,1,,,,,,
2012,9,8,B,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,25,47,3,1,,2,4,5,4,,,,8,,,,,,,
2012,9,8,B,7,1030,Cap Sante Moorage & Sling,1,4,,1,,,,,2,,,,,,,,,,,
2012,9,8,B,7,1041,Cornet Bay Public Ramp,9,22,2,3,,,1,7,3,,,,12,5,,,,,,
2012,9,8,B,7,1245,Swinomish Channel Ramp,3,4,1,,,,1,,,,,,,,,,,,,
2012,9,8,B,7,1268,Washington Park Launch Ramp,9,20,,,,,,9,2,1,,,5,,,,,,,
2012,9,8,B,7,1275,"Wildcat Cove Ramp, Larrabee State Park",9,22,,,,,,2,,,,,,1,,,,,,
2012,9,8,B,9,1006,Armeni Public Ramp,1,1,,,,,,,1,1,,,,,,,,,,
2012,9,8,B,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),108,250,1,,,2,3,9,128,181,,9,14,55,,,,,,
2012,9,8,B,9,1227,Shilshole Public Ramp,8,20,,,,,,,21,9,,,,10,,,,,,
2012,9,8,B,10,1006,Armeni Public Ramp,58,128,,,,3,2,2,91,39,,2,,8,,1,,,,
2012,9,8,B,10,1151,Everett Ramp (formerly Norton Street Ramp (2010)),4,11,,,,,,1,8,6,,,1,,,,,,,
2012,9,8,B,10,1191,Port Orchard Public Ramp,1,3,,,,,,3,2,,,1,1,,,,,,,
2012,9,8,B,10,1227,Shilshole Public Ramp,85,187,,,,,,1,151,77,,2,7,129,,,,,,
2012,9,8,B,11,1006,Armeni Public Ramp,1,2,1,,,,,2,,,,,,,,,,,,
2012,9,8,B,11,1126,Luhr Beach Ramp,1,3,1,,,,,,,,,,,,,,,,,
2012,9,8,B,11,1173,Point Defiance Boathouse,28,43,7,1,,1,1,18,16,1,2,,,,,,,,,
2012,9,8,B,11,1235,Solo Point (Tatsolo Pt-Ft Lewis) Rm,2,4,,,,,,,3,,,,,,,,,,,
2012,9,8,B,12,1096,Saltwater Park Ramp (Hood Canal Rmp Tacoma Light),3,5,,,,,,,,,,,,,,,,,,
2012,9,8,B,12,1143,Misery Point Ramp,5,7,,,,5,,,,,,,,,,,,,,
2012,9,8,B,12,1258,Twanoh State Park,1,1,,,,,,,,,,,,,,,,,,
2012,9,8,B,13,1126,Luhr Beach Ramp,3,5,,,,,,,,,,,1,,,,,,,
2012,9,8,B,13,1235,Solo Point (Tatsolo Pt-Ft Lewis) Rm,11,18,2,,,,,,,,,,,,,,,,,
2012,9,8,B,13,1279,Zittels Marina,5,10,,,,,1,1,,,,,,,,,,,,
2012,9,8,B,12,1258,Twanoh State Park,1,2,,,,,,,,,,,,,,,,,,
2012,9,8,B,7,1245,Swinomish Channel Ramp,2,4,1,,,,,,,,,,,,,,,,,
2012,9,8,B,10,1191,Port Orchard Public Ramp,1,1,,,,,,,,,,,,,,,,,,
2012,9,8,B,4B,1159,Olson's Resort,2,3,,,,,,,2,,,,2,,,,,,,
2012,9,8,B,81,1041,Cornet Bay Public Ramp,15,34,,2,,1,,,5,11,,,1,,,,,,,
2012,9,8,B,81,1909,Deception Pass North Beach,31,31,,,,,,,1,1,,,,1,,,,,,
2012,9,8,B,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),114,260,,,,1,,14,76,180,,13,17,28,,,,,,
2012,9,8,B,82,1227,Shilshole Public Ramp,1,2,,,,,,,,,,,,3,,,,,,
2012,9,9,B,5,1450,Olson's East Docks (*1159)*,32,91,2,,,5,12,14,111,,,10,270,,,,,,,
2012,9,9,B,5,1457,Van Riper's South*,35,82,5,,,7,8,4,103,,,11,230,5,,,,,,
2012,9,9,B,6,1186,"Ediz Hook, Port Angeles Public Ramp",23,48,,,,2,,1,60,4,,,150,,,,,,,
2012,9,9,B,6,1187,Port Angeles West Ramp,13,24,,,,1,7,15,38,,,9,102,14,,,,,,
2012,9,9,B,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,14,30,1,3,,1,,,,,,,4,,,,,,,
2012,9,9,B,7,1018,Blaine Ramp,5,10,1,1,,,,1,,,,,,,,,,,,
2012,9,9,B,7,1041,Cornet Bay Public Ramp,4,7,,,,,,,,1,,,4,,,,,,,
2012,9,9,B,7,1231,Skyline Marina/Sling (Flounder Bay),4,12,2,1,,,,,,,,,,,,,,,,
2012,9,9,B,7,1268,Washington Park Launch Ramp,7,13,,,,,,,,1,,,,,,,,,,
2012,9,9,B,7,1803,"Griffin Bay Ramp, San Juan Is",2,4,,,,,,,1,,,,1,,,,,,,
2012,9,9,B,9,1006,Armeni Public Ramp,1,2,,,,,,,3,1,,,,,,,,,,
2012,9,9,B,9,1055,Edmonds Boat Basin (Public Sling),42,102,,1,,,2,2,79,26,,,,16,,,,,,
2012,9,9,B,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),17,44,1,,,1,,,10,14,,,,,,,,,,
2012,9,9,B,9,1227,Shilshole Public Ramp,6,14,,,,,,5,4,7,,,,5,,,,,,
2012,9,9,B,9,1916,Ebey Waterfront Park (near Marysville Public Ramp),1,2,,,,,,,1,,,,,,,,,,,
2012,9,9,B,10,1006,Armeni Public Ramp,58,138,,,,2,1,3,98,35,,1,6,2,,,,,,
2012,9,9,B,10,1055,Edmonds Boat Basin (Public Sling),4,9,,,,,,,3,3,,,,,,,,,,
2012,9,9,B,10,1191,Port Orchard Public Ramp,1,3,,,,,,3,,,,,,3,,,,,,
2012,9,9,B,10,1227,Shilshole Public Ramp,82,182,,,,,1,14,150,65,,10,1,58,,,,,,
2012,9,9,B,11,1006,Armeni Public Ramp,1,2,1,,,,,,1,,,,,,,,,,,
2012,9,9,B,11,1086,Gig Harbor Ramp,10,22,2,,,,,3,4,2,,,,,,,,,,
2012,9,9,B,11,1173,Point Defiance Boathouse,27,40,1,,,,,2,7,4,,,,,,,,,,
2012,9,9,B,11,1174,Point Defiance Public Ramp,68,139,2,,,2,5,21,24,15,,2,4,3,,,,,,
2012,9,9,B,11,1202,Redondo Ramp,30,71,2,,,18,6,19,17,9,,,,8,,,,,,
2012,9,9,B,12,1096,Saltwater Park Ramp (Hood Canal Rmp Tacoma Light),1,2,,,,,,,,,,,,,,,,,,
2012,9,9,B,12,1143,Misery Point Ramp,6,14,,,,2,3,3,,,,2,3,2,,,,,,
2012,9,9,B,13,1019,Boston Harbor Ramp/Marina,3,6,,,,,,,,,,,,,,,,,,
2012,9,9,B,13,1174,Point Defiance Public Ramp,1,2,,,,,,,,,,,,,,,,,,
2012,9,9,B,Canada,1450,Olson's East Docks (*1159)*,1,2,,,,,,,,,,,,,,,,,,
2012,9,9,B,12,1508,Hoodsport Shore,13,13,8,,,,,,,,,,,,,,,,,
2012,9,9,B,10,1191,Port Orchard Public Ramp,1,1,,,,,,,,,,,,,,,,,,
2012,9,9,B,11,1174,Point Defiance Public Ramp,1,2,,,,,1,,,,,,,,,,,,,
2012,9,9,B,81,1041,Cornet Bay Public Ramp,9,15,,,,,,,2,7,,,,,,,,,,
2012,9,9,B,81,1909,Deception Pass North Beach,24,24,,,,,,,2,,,,,,,,,,,
2012,9,9,B,82,1055,Edmonds Boat Basin (Public Sling),1,2,,,,,,,,1,,,,,,,,,,
2012,9,9,B,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),29,77,,,,,,5,8,13,,,,,,,,,,
2012,9,9,B,82,1916,Ebey Waterfront Park (near Marysville Public Ramp),1,2,,,,,,,,1,,,,,,,,,,
2012,9,10,B,5,1452,Olson's Ramp & Docks (*1159)*,10,20,,,,,,3,25,,,,57,10,,,,,,
2012,9,10,B,5,1456,Van Riper's North*,17,33,,,,,1,,28,,,,52,7,,,,,,
2012,9,10,B,7,1268,Washington Park Launch Ramp,3,6,1,,,2,,,,,,,,,,,,,,
2012,9,10,B,9,1227,Shilshole Public Ramp,1,2,,,,,,,2,1,,,,,,,,,,
2012,9,10,B,10,1227,Shilshole Public Ramp,6,11,,,,,,7,11,2,,,,8,,,,,,
2012,9,10,B,11,1173,Point Defiance Boathouse,11,17,1,,,,1,2,16,7,,2,,,,,,,,
2012,9,10,B,11,1174,Point Defiance Public Ramp,19,32,,,,,1,2,4,10,,,,,,,,,,
2012,9,10,B,11,1202,Redondo Ramp,29,57,,,,8,14,31,31,7,,6,2,10,,,,,,
2012,9,10,B,12,1143,Misery Point Ramp,1,2,,,,,,,,,,,,,,,,,,
2012,9,10,B,13,1235,Solo Point (Tatsolo Pt-Ft Lewis) Rm,1,2,,,,,,,,,,,,,,,,,,
2012,9,10,B,Canada,1018,Blaine Ramp,1,2,,,,,,1,,,,,,,,,,,,
2012,9,10,B,11,1174,Point Defiance Public Ramp,4,8,,,,,1,1,,1,,,,1,,,,,,
2012,9,10,B,81,1041,Cornet Bay Public Ramp,1,1,,,,,,,2,,,,,,,,,,,
2012,9,10,B,81,1909,Deception Pass North Beach,4,4,,,,,,,1,,,,,,,,,,,
2012,9,11,B,5,1159,Olson's Resort,19,43,,,,1,,,59,,,1,152,,,,,,,
