Day,Date,Year,Time UTC,Time PST,Latitude,Longitude,Latitude,Longitude,Accuracy,Location,select_direction,select_distance,quad_number,vessel,action,kayak_num,incidents,ODK conversion,select_previous,select_photo,whaleinfoYN,SPP data,whaleinfoY_whaleID,whaleinfoY_Idphoto,whaleinfoY_behavior,whaleinfoY_behaviorchange,Initials,Comments
Sun,23-Jul,2017,3:52:07,20:52:07,48.57046667,-123.16815,"48° 34' 13.68"" N","123° 10' 05.33"" W",4.6,Lime kiln,W,0.25,181,EU,WO,,withinhalfmile_Limekiln,withinhalfmile Limekiln,contact_no,photo_n,info_yes,SRKW,J & L,photo_n,behavior_unk,U,CIJ,Natsilane Location wrong due to filling out when back at dock
Tue,25-Jul,2017,20:22:21,13:22:21,48.66862833,-122.7223183,"48° 40' 07.06"" N","122° 43' 20.34"" W",4.7,Lummi rocka,NW,1.5,197,EC,WO,,200_yards_under_power,200 yards under power,contact_no,photo_n,info_yes,SRKW,J16s,photo_n,behavior_n,,JMB,"Wild whales vancouver, eagle eyes"
Tue,25-Jul,2017,21:41:11,14:41:11,48.61053,-122.7585983,"48° 36' 37.90"" N","122° 45' 30.95"" W",4.8,Cypress,NW,1,209,PM,T,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_yes,SRKW,J27 and 4 others,photo_n,behavior_n,,JMB,"Drove in front of whales, under 7kts"
Tue,25-Jul,2017,21:52:23,14:52:23,48.60731167,-122.774595,"48° 36' 26.32"" N","122° 46' 28.54"" W",5,Obstruction island,E,1.5,210,PM,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_y,info_yes,SRKW,J pod,photo_y,behavior_y,"Changed direction but not because of the incident, foraging to porpoising",JMB,Older Grady white
Tue,25-Jul,2017,21:52:23,14:52:23,48.60731167,-122.774595,"48° 36' 26.32"" N","122° 46' 28.54"" W",5,Obstruction island,E,1.5,210,PM,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,info_yes,SRKW,J pod,photo_y,behavior_y,"Changed direction but not because of the incident, foraging to porpoising",JMB,Older Grady white
Tue,25-Jul,2017,21:54:33,14:54:33,48.606805,-122.7776333,"48° 36' 24.49"" N","122° 46' 39.47"" W",5,Obstruction island,E,1,210,MM,WO,,200_yards_under_power,200 yards under power,,photo_n,info_yes,SRKW,J pod,photo_y,behavior_y,Whales changed direction from foraging/milling to porpoising directly at a rec boater,JMB,Sound watch
Thu,3-Aug,2017,20:21:44,13:21:44,48.401255,-123.23179,"48° 24' 04.51"" N","123° 13' 54.44"" W",3.9,Discovery island,S,1.5,230,Other,T,Na,high_speed_within_400 ,high speed within 400 ,contact_no,photo_y,info_yes,SRKW,Resident l4,photo_y,behavior_y,They tightened up group and picked up speed,CIJ,"Occurred in canadian waters Umm Salal cargo container ship went directly into whales going 11.5kts according to ais 
Attempted hailing on 16,13,11 no response straitwatch informed us they contacted vessel traffic and vessel traffic said the vessel was aware but restricted in maneuverability and unable to do anything. 
Photos and video were taken of incident occurring."
Thu,3-Aug,2017,20:21:44,13:21:44,48.401255,-123.23179,"48° 24' 04.51"" N","123° 13' 54.44"" W",3.9,Discovery island,S,1.5,230,Other,T,Na,200_yards_under_power ,200 yards under power ,contact_no,photo_y,info_yes,SRKW,Resident l4,photo_y,behavior_y,They tightened up group and picked up speed,CIJ,"Occurred in canadian waters Umm Salal cargo container ship went directly into whales going 11.5kts according to ais 
Attempted hailing on 16,13,11 no response straitwatch informed us they contacted vessel traffic and vessel traffic said the vessel was aware but restricted in maneuverability and unable to do anything. 
Photos and video were taken of incident occurring."
Thu,3-Aug,2017,20:21:44,13:21:44,48.401255,-123.23179,"48° 24' 04.51"" N","123° 13' 54.44"" W",3.9,Discovery island,S,1.5,230,Other,T,Na,100_yards_under_power ,100 yards under power ,contact_no,photo_y,info_yes,SRKW,Resident l4,photo_y,behavior_y,They tightened up group and picked up speed,CIJ,"Occurred in canadian waters Umm Salal cargo container ship went directly into whales going 11.5kts according to ais 
Attempted hailing on 16,13,11 no response straitwatch informed us they contacted vessel traffic and vessel traffic said the vessel was aware but restricted in maneuverability and unable to do anything. 
Photos and video were taken of incident occurring."
Thu,3-Aug,2017,20:21:44,13:21:44,48.401255,-123.23179,"48° 24' 04.51"" N","123° 13' 54.44"" W",3.9,Discovery island,S,1.5,230,Other,T,Na,400yd_inthepath ,400yd inthepath ,contact_no,photo_y,info_yes,SRKW,Resident l4,photo_y,behavior_y,They tightened up group and picked up speed,CIJ,"Occurred in canadian waters Umm Salal cargo container ship went directly into whales going 11.5kts according to ais 
Attempted hailing on 16,13,11 no response straitwatch informed us they contacted vessel traffic and vessel traffic said the vessel was aware but restricted in maneuverability and unable to do anything. 
Photos and video were taken of incident occurring."
Thu,3-Aug,2017,20:21:44,13:21:44,48.401255,-123.23179,"48° 24' 04.51"" N","123° 13' 54.44"" W",3.9,Discovery island,S,1.5,230,Other,T,Na,Fast_withinquartermile_whales,Fast withinquartermile whales,contact_no,photo_y,info_yes,SRKW,Resident l4,photo_y,behavior_y,They tightened up group and picked up speed,CIJ,"Occurred in canadian waters Umm Salal cargo container ship went directly into whales going 11.5kts according to ais 
Attempted hailing on 16,13,11 no response straitwatch informed us they contacted vessel traffic and vessel traffic said the vessel was aware but restricted in maneuverability and unable to do anything. 
Photos and video were taken of incident occurring."
Thu,3-Aug,2017,20:21:44,13:21:44,48.401255,-123.23179,"48° 24' 04.51"" N","123° 13' 54.44"" W",3.9,Discovery island,S,1.5,230,Other,T,Na,incorrectfast_approach ,incorrectfast approach ,contact_no,photo_y,info_yes,SRKW,Resident l4,photo_y,behavior_y,They tightened up group and picked up speed,CIJ,"Occurred in canadian waters Umm Salal cargo container ship went directly into whales going 11.5kts according to ais 
Attempted hailing on 16,13,11 no response straitwatch informed us they contacted vessel traffic and vessel traffic said the vessel was aware but restricted in maneuverability and unable to do anything. 
Photos and video were taken of incident occurring."
Thu,3-Aug,2017,20:21:44,13:21:44,48.401255,-123.23179,"48° 24' 04.51"" N","123° 13' 54.44"" W",3.9,Discovery island,S,1.5,230,Other,T,Na,fast_departurewithin400yds,fast departurewithin400yds,contact_no,photo_y,info_yes,SRKW,Resident l4,photo_y,behavior_y,They tightened up group and picked up speed,CIJ,"Occurred in canadian waters Umm Salal cargo container ship went directly into whales going 11.5kts according to ais 
Attempted hailing on 16,13,11 no response straitwatch informed us they contacted vessel traffic and vessel traffic said the vessel was aware but restricted in maneuverability and unable to do anything. 
Photos and video were taken of incident occurring."
Thu,3-Aug,2017,20:29:07,13:29:07,48.41158333,-123.2087233,"48° 24' 41.69"" N","123° 12' 31.40"" W",4.7,Discovery island,SE,1.5,230,R,R,,200_yards_under_power ,200 yards under power ,contact_no,photo_n,info_yes,SRKW,L4s,photo_y,behavior_unk,U,CIJ,CWR boat with Ken Balcom aboard
Thu,3-Aug,2017,20:29:07,13:29:07,48.41158333,-123.2087233,"48° 24' 41.69"" N","123° 12' 31.40"" W",4.7,Discovery island,SE,1.5,230,R,R,,100_yards_under_power,100 yards under power,contact_no,photo_n,info_yes,SRKW,L4s,photo_y,behavior_unk,U,CIJ,CWR boat with Ken Balcom aboard
Thu,3-Aug,2017,21:42:21,14:42:21,48.47939167,-123.1041133,"48° 28' 45.81"" N","123° 06' 14.80"" W",5,Pile pt,SW,0.25,184,PM,F,Na,inshore_of_whales,inshore of whales,contact_no,photo_n,info_yes,SRKW,Res l4,photo_n,behavior_unk,U,CIJ,White with t top 16ft vessel
Thu,3-Aug,2017,22:36:38,15:36:38,48.45681167,-123.0506817,"48° 27' 24.52"" N","123° 03' 02.45"" W",4.9,Eagle pt,SW,0.25,185,MM,WO,Na,200_yards_under_power,200 yards under power,contact_no,photo_n,info_yes,SRKW,L4s,photo_y,behavior_unk,U,CIJ,Sw Whale approached us we shut down upon seeing it headed for us. Whale became non directional
Thu,3-Aug,2017,22:36:38,15:36:38,48.45681167,-123.0506817,"48° 27' 24.52"" N","123° 03' 02.45"" W",4.9,Eagle pt,SW,0.25,185,MM,WO,Na,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,info_yes,SRKW,L4s,photo_y,behavior_unk,U,CIJ,Sw Whale approached us we shut down upon seeing it headed for us. Whale became non directional
Thu,3-Aug,2017,22:36:38,15:36:38,48.45681167,-123.0506817,"48° 27' 24.52"" N","123° 03' 02.45"" W",4.9,Eagle pt,SW,0.25,185,MM,WO,Na,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,info_yes,SRKW,L4s,photo_y,behavior_unk,U,CIJ,Sw Whale approached us we shut down upon seeing it headed for us. Whale became non directional
Thu,3-Aug,2017,22:36:38,15:36:38,48.45681167,-123.0506817,"48° 27' 24.52"" N","123° 03' 02.45"" W",4.9,Eagle pt,SW,0.25,185,MM,WO,Na,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_yes,SRKW,L4s,photo_y,behavior_unk,U,CIJ,Sw Whale approached us we shut down upon seeing it headed for us. Whale became non directional
Thu,3-Aug,2017,22:46:30,15:46:30,48.45035667,-123.042715,"48° 27' 01.28"" N","123° 02' 33.77"" W",4.1,Eagle pt,S,0.25,185,PM,WO,,inshore_of_whales ,inshore of whales ,contact_no,photo_n,info_yes,SRKW,L4s,photo_n,behavior_unk,U,CIJ,Bayliner with gray dingy on back
Thu,3-Aug,2017,22:46:30,15:46:30,48.45035667,-123.042715,"48° 27' 01.28"" N","123° 02' 33.77"" W",4.1,Eagle pt,S,0.25,185,PM,WO,,high_speed_within_400 ,high speed within 400 ,contact_no,photo_n,info_yes,SRKW,L4s,photo_n,behavior_unk,U,CIJ,Bayliner with gray dingy on back
Thu,3-Aug,2017,22:46:30,15:46:30,48.45035667,-123.042715,"48° 27' 01.28"" N","123° 02' 33.77"" W",4.1,Eagle pt,S,0.25,185,PM,WO,,Fast_withinquartermile_whales ,Fast withinquartermile whales ,contact_no,photo_n,info_yes,SRKW,L4s,photo_n,behavior_unk,U,CIJ,Bayliner with gray dingy on back
Thu,3-Aug,2017,22:46:30,15:46:30,48.45035667,-123.042715,"48° 27' 01.28"" N","123° 02' 33.77"" W",4.1,Eagle pt,S,0.25,185,PM,WO,,incorrectfast_approach ,incorrectfast approach ,contact_no,photo_n,info_yes,SRKW,L4s,photo_n,behavior_unk,U,CIJ,Bayliner with gray dingy on back
Thu,3-Aug,2017,22:46:30,15:46:30,48.45035667,-123.042715,"48° 27' 01.28"" N","123° 02' 33.77"" W",4.1,Eagle pt,S,0.25,185,PM,WO,,fast_departurewithin400yds,fast departurewithin400yds,contact_no,photo_n,info_yes,SRKW,L4s,photo_n,behavior_unk,U,CIJ,Bayliner with gray dingy on back
Thu,3-Aug,2017,22:56:59,15:56:59,48.44988667,-123.0210433,"48° 26' 59.59"" N","123° 01' 15.75"" W",5,South beach,S,0.25,185,PM,WO,Na,high_speed_within_400 ,high speed within 400 ,contact_no,photo_y,info_yes,SRKW,Res l4,photo_n,behavior_unk,U,CIJ,2nd offense for the white bay liner with grey dingy photos taken of vessel erratic behavior and high speed incidents tried to get close for rec contact bit sped away
Thu,3-Aug,2017,22:56:59,15:56:59,48.44988667,-123.0210433,"48° 26' 59.59"" N","123° 01' 15.75"" W",5,South beach,S,0.25,185,PM,WO,Na,400yd_inthepath,400yd inthepath,contact_no,photo_y,info_yes,SRKW,Res l4,photo_n,behavior_unk,U,CIJ,2nd offense for the white bay liner with grey dingy photos taken of vessel erratic behavior and high speed incidents tried to get close for rec contact bit sped away
Thu,3-Aug,2017,22:56:59,15:56:59,48.44988667,-123.0210433,"48° 26' 59.59"" N","123° 01' 15.75"" W",5,South beach,S,0.25,185,PM,WO,Na,Fast_withinquartermile_whales ,Fast withinquartermile whales ,contact_no,photo_y,info_yes,SRKW,Res l4,photo_n,behavior_unk,U,CIJ,2nd offense for the white bay liner with grey dingy photos taken of vessel erratic behavior and high speed incidents tried to get close for rec contact bit sped away
Thu,3-Aug,2017,22:56:59,15:56:59,48.44988667,-123.0210433,"48° 26' 59.59"" N","123° 01' 15.75"" W",5,South beach,S,0.25,185,PM,WO,Na,incorrectfast_approach ,incorrectfast approach ,contact_no,photo_y,info_yes,SRKW,Res l4,photo_n,behavior_unk,U,CIJ,2nd offense for the white bay liner with grey dingy photos taken of vessel erratic behavior and high speed incidents tried to get close for rec contact bit sped away
Thu,3-Aug,2017,22:56:59,15:56:59,48.44988667,-123.0210433,"48° 26' 59.59"" N","123° 01' 15.75"" W",5,South beach,S,0.25,185,PM,WO,Na,fast_departurewithin400yds,fast departurewithin400yds,contact_no,photo_y,info_yes,SRKW,Res l4,photo_n,behavior_unk,U,CIJ,2nd offense for the white bay liner with grey dingy photos taken of vessel erratic behavior and high speed incidents tried to get close for rec contact bit sped away
Thu,3-Aug,2017,22:59:38,15:59:38,48.44886667,-123.014085,"48° 26' 55.92"" N","123° 00' 50.70"" W",4.7,South beach,S,0.25,185,PM,F,Na,inshore_of_whales,inshore of whales,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Sail boat
Thu,3-Aug,2017,23:40:11,16:40:11,48.448655,-123.0124233,"48° 26' 55.15"" N","123° 00' 44.72"" W",4.7,South beach,S,0.25,185,PM,WO,Na,inshore_of_whales ,inshore of whales ,contact_no,photo_n,info_yes,SRKW,L4s,photo_n,behavior_unk,U,CIJ,"White bayliner Wn 3484 RM
Were following moja did rec contact with after incident"
Thu,3-Aug,2017,23:40:11,16:40:11,48.448655,-123.0124233,"48° 26' 55.15"" N","123° 00' 44.72"" W",4.7,South beach,S,0.25,185,PM,WO,Na,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_yes,SRKW,L4s,photo_n,behavior_unk,U,CIJ,"White bayliner Wn 3484 RM
Were following moja did rec contact with after incident"
Thu,3-Aug,2017,23:40:11,16:40:11,48.448655,-123.0124233,"48° 26' 55.15"" N","123° 00' 44.72"" W",4.7,South beach,S,0.25,185,PM,WO,Na,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_yes,SRKW,L4s,photo_n,behavior_unk,U,CIJ,"White bayliner Wn 3484 RM
Were following moja did rec contact with after incident"
Thu,3-Aug,2017,0:05:25,17:05:25,48.45190667,-123.0319683,"48° 27' 06.86"" N","123° 01' 55.08"" W",4.5,Eagle cove,S,0.25,185,PM,F,Na,inshore_of_whales ,inshore of whales ,contact_no,photo_n,info_no,SRKW,Residents unknown if l pod,photo_n,behavior_unk,U,CIJ,White fishing vessel with tall flag lines were in water
Thu,3-Aug,2017,0:05:25,17:05:25,48.45190667,-123.0319683,"48° 27' 06.86"" N","123° 01' 55.08"" W",4.5,Eagle cove,S,0.25,185,PM,F,Na,200_yards_under_power ,200 yards under power ,contact_no,photo_n,info_no,SRKW,Residents unknown if l pod,photo_n,behavior_unk,U,CIJ,White fishing vessel with tall flag lines were in water
Thu,3-Aug,2017,0:05:25,17:05:25,48.45190667,-123.0319683,"48° 27' 06.86"" N","123° 01' 55.08"" W",4.5,Eagle cove,S,0.25,185,PM,F,Na,100_yards_under_power,100 yards under power,contact_no,photo_n,info_no,SRKW,Residents unknown if l pod,photo_n,behavior_unk,U,CIJ,White fishing vessel with tall flag lines were in water
Thu,3-Aug,2017,0:05:25,17:05:25,48.45190667,-123.0319683,"48° 27' 06.86"" N","123° 01' 55.08"" W",4.5,Eagle cove,S,0.25,185,PM,F,Na,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,Residents unknown if l pod,photo_n,behavior_unk,U,CIJ,White fishing vessel with tall flag lines were in water
Thu,3-Aug,2017,0:05:25,17:05:25,48.45190667,-123.0319683,"48° 27' 06.86"" N","123° 01' 55.08"" W",4.5,Eagle cove,S,0.25,185,PM,F,Na,fishing_within100yds ,fishing within100yds ,contact_no,photo_n,info_no,SRKW,Residents unknown if l pod,photo_n,behavior_unk,U,CIJ,White fishing vessel with tall flag lines were in water
Thu,3-Aug,2017,0:05:25,17:05:25,48.45190667,-123.0319683,"48° 27' 06.86"" N","123° 01' 55.08"" W",4.5,Eagle cove,S,0.25,185,PM,F,Na,fishing_within200yds,fishing within200yds,contact_no,photo_n,info_no,SRKW,Residents unknown if l pod,photo_n,behavior_unk,U,CIJ,White fishing vessel with tall flag lines were in water
Mon,4-Sep,2017,1:50:35,18:50:35,48.53223333,-123.215175,"48° 31' 56.03"" N","123° 12' 54.63"" W",4,Kelp reefs,S,1.5,181,EC,WO,,400yd_inthepath ,400yd inthepath ,contact_no,photo_y,info_no,SRKW,"J,k,l",photo_n,behavior_unk,U,CIJ,"Serengeti shutdown whales came to them slowly. Whales are milling in the middle of boats 
Frame 6060"
Mon,4-Sep,2017,1:50:35,18:50:35,48.53223333,-123.215175,"48° 31' 56.03"" N","123° 12' 54.63"" W",4,Kelp reefs,S,1.5,181,EC,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_y,info_no,SRKW,"J,k,l",photo_n,behavior_unk,U,CIJ,"Serengeti shutdown whales came to them slowly. Whales are milling in the middle of boats 
Frame 6060"
Mon,4-Sep,2017,1:50:35,18:50:35,48.53223333,-123.215175,"48° 31' 56.03"" N","123° 12' 54.63"" W",4,Kelp reefs,S,1.5,181,EC,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,info_no,SRKW,"J,k,l",photo_n,behavior_unk,U,CIJ,"Serengeti shutdown whales came to them slowly. Whales are milling in the middle of boats 
Frame 6060"
Mon,4-Sep,2017,1:06:00,18:06:00,48.50329167,-123.154865,"48° 30' 11.85"" N","123° 09' 17.51"" W",4.7,Westside preserve,W,0.5,181,MM,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,info_no,SRKW,,photo_y,behavior_unk,,JMB,"Soundwatch, residents everywhere, 5985-6002"
Mon,4-Sep,2017,1:06:00,18:06:00,48.50329167,-123.154865,"48° 30' 11.85"" N","123° 09' 17.51"" W",4.7,Westside preserve,W,0.5,181,MM,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_no,SRKW,,photo_y,behavior_unk,,JMB,"Soundwatch, residents everywhere, 5985-6002"
Mon,4-Sep,2017,1:15:46,18:15:46,48.50754667,-123.1610217,"48° 30' 27.16"" N","123° 09' 39.67"" W",5,Lime kiln,SW,0.75,181,MM,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,info_yes,SRKW,Photos taken ids unkown,photo_y,behavior_unk,,JMB,"6008-6019, soundwatch"
Mon,4-Sep,2017,1:15:46,18:15:46,48.50754667,-123.1610217,"48° 30' 27.16"" N","123° 09' 39.67"" W",5,Lime kiln,SW,0.75,181,MM,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_yes,SRKW,Photos taken ids unkown,photo_y,behavior_unk,,JMB,"6008-6019, soundwatch"
Mon,4-Sep,2017,1:34:23,18:34:23,48.51167333,-123.1909267,"48° 30' 42.02"" N","123° 11' 27.33"" W",4.7,Lime kiln,NW,1.75,176,MM,WO,,200_yards_under_power ,200 yards under power ,contact_no,photo_n,info_no,SRKW,,photo_y,behavior_unk,,JMB,"6031-6044, we backed up trying to get out of the way, soundwatch"
Mon,4-Sep,2017,1:34:23,18:34:23,48.51167333,-123.1909267,"48° 30' 42.02"" N","123° 11' 27.33"" W",4.7,Lime kiln,NW,1.75,176,MM,WO,,100_yards_under_power,100 yards under power,contact_no,photo_n,info_no,SRKW,,photo_y,behavior_unk,,JMB,"6031-6044, we backed up trying to get out of the way, soundwatch"
Mon,4-Sep,2017,1:49:04,18:49:04,48.53156,-123.2142,"48° 31' 53.61"" N","123° 12' 51.12"" W",4.9,Mitchell bay,W,1.5,181,EC,WO,,shutdown_within100yds,shutdown within100yds,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"6045-6059, 100 yards between zodiak and kko"
Mon,4-Sep,2017,1:49:04,18:49:04,48.53156,-123.2142,"48° 31' 53.61"" N","123° 12' 51.12"" W",4.9,Mitchell bay,W,1.5,181,EC,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"6045-6059, 100 yards between zodiak and kko"
Mon,4-Sep,2017,1:53:55,18:53:55,48.53363,-123.2174583,"48° 32' 01.06"" N","123° 13' 02.84"" W",4.6,Kelp reef,S,1.5,181,EC,WO,,200_yards_under_power ,200 yards under power ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,Jmb,"White radar on black mast with two twin outboard engines maneuvering within 100 yards, reorientating to whale orient not leaving the scene still in canada, possible whale behavior change they turned north, name Skana orange zodiak"
Mon,4-Sep,2017,1:53:55,18:53:55,48.53363,-123.2174583,"48° 32' 01.06"" N","123° 13' 02.84"" W",4.6,Kelp reef,S,1.5,181,EC,WO,,100_yards_under_power ,100 yards under power ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,Jmb,"White radar on black mast with two twin outboard engines maneuvering within 100 yards, reorientating to whale orient not leaving the scene still in canada, possible whale behavior change they turned north, name Skana orange zodiak"
Mon,4-Sep,2017,1:53:55,18:53:55,48.53363,-123.2174583,"48° 32' 01.06"" N","123° 13' 02.84"" W",4.6,Kelp reef,S,1.5,181,EC,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,Jmb,"White radar on black mast with two twin outboard engines maneuvering within 100 yards, reorientating to whale orient not leaving the scene still in canada, possible whale behavior change they turned north, name Skana orange zodiak"
Mon,4-Sep,2017,2:02:36,19:02:36,48.53759167,-123.2190433,"48° 32' 15.33"" N","123° 13' 08.55"" W",4.8,Kelp reef,S,1.5,181,R,R,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"6063-6064, orca CWR"
Mon,4-Sep,2017,2:02:36,19:02:36,48.53759167,-123.2190433,"48° 32' 15.33"" N","123° 13' 08.55"" W",4.8,Kelp reef,S,1.5,181,R,R,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"6063-6064, orca CWR"
Mon,4-Sep,2017,2:26:28,19:26:28,48.55500667,-123.2143633,"48° 33' 18.02"" N","123° 12' 51.70"" W",5,Kelp reef,NE,1.25,176,EC,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,Jmb,"Kko, too far away to tell if it was closer than 100"
Mon,4-Sep,2017,2:47:57,19:47:57,48.568985,-123.1971533,"48° 34' 08.34"" N","123° 11' 49.75"" W",4.9,Open bay,W,0.75,176,EU,WO,,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,Kestrel
Mon,4-Sep,2017,2:47:57,19:47:57,48.568985,-123.1971533,"48° 34' 08.34"" N","123° 11' 49.75"" W",4.9,Open bay,W,0.75,176,EU,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,Kestrel
Mon,4-Sep,2017,2:47:57,19:47:57,48.568985,-123.1971533,"48° 34' 08.34"" N","123° 11' 49.75"" W",4.9,Open bay,W,0.75,176,EU,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,Kestrel
Wed,6-Sep,2017,18:36:55,11:36:55,48.61434667,-123.2024433,"48° 36' 51.64"" N","123° 12' 08.79"" W",4.7,Battleship,W,1,169,MM,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_no,SRKW,,photo_y,behavior_unk,,JMB,"6098-6085, soundwatch they approached us"
Wed,6-Sep,2017,18:57:13,11:57:13,48.59245833,-123.205515,"48° 35' 32.84"" N","123° 12' 19.85"" W",4.9,Kellett,NW,0.25,169,PM,WO,,200_yards_under_power ,200 yards under power ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,Jmb,New path anacortes wa
Wed,6-Sep,2017,18:57:13,11:57:13,48.59245833,-123.205515,"48° 35' 32.84"" N","123° 12' 19.85"" W",4.9,Kellett,NW,0.25,169,PM,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,Jmb,New path anacortes wa
Wed,6-Sep,2017,19:19:25,12:19:25,48.583785,-123.2090183,"48° 35' 01.62"" N","123° 12' 32.46"" W",4.7,Kellett,W,0.25,176,PM,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,6101
Wed,6-Sep,2017,19:33:09,12:33:09,48.57440333,-123.2011783,"48° 34' 27.85"" N","123° 12' 04.24"" W",4.8,Mitchell bay,SW,0.75,176,EK,WO,6,400yd_inthepath,400yd inthepath,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Kayaks spread out and paddling, 5orange and 1 blue, 3HBS and 2TS, in the path then whales changed direction from south to south west, kestrel next to kayakers, 6102-6131, possibly San Juan outfitters, when we asked kestrel they said standby and then never responded"
Wed,6-Sep,2017,19:33:09,12:33:09,48.57440333,-123.2011783,"48° 34' 27.85"" N","123° 12' 04.24"" W",4.8,Mitchell bay,SW,0.75,176,EK,WO,6,paddle_whale ,paddle whale ,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Kayaks spread out and paddling, 5orange and 1 blue, 3HBS and 2TS, in the path then whales changed direction from south to south west, kestrel next to kayakers, 6102-6131, possibly San Juan outfitters, when we asked kestrel they said standby and then never responded"
Wed,6-Sep,2017,19:33:09,12:33:09,48.57440333,-123.2011783,"48° 34' 27.85"" N","123° 12' 04.24"" W",4.8,Mitchell bay,SW,0.75,176,EK,WO,6,sprdkayaks_whale,sprdkayaks whale,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Kayaks spread out and paddling, 5orange and 1 blue, 3HBS and 2TS, in the path then whales changed direction from south to south west, kestrel next to kayakers, 6102-6131, possibly San Juan outfitters, when we asked kestrel they said standby and then never responded"
Wed,6-Sep,2017,20:00:00,13:00:00,48.55119333,-123.1777317,"48° 33' 04.29"" N","123° 10' 39.83"" W",5,Mitchell bay,W,0.5,176,PM,T,,high_speed_within_400 ,high speed within 400 ,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Peggy Ann 2 wn5402SH, 6132-6136, older man knew there were whales and sped trough anyway"
Wed,6-Sep,2017,20:00:00,13:00:00,48.55119333,-123.1777317,"48° 33' 04.29"" N","123° 10' 39.83"" W",5,Mitchell bay,W,0.5,176,PM,T,,200_yards_under_power ,200 yards under power ,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Peggy Ann 2 wn5402SH, 6132-6136, older man knew there were whales and sped trough anyway"
Wed,6-Sep,2017,20:00:00,13:00:00,48.55119333,-123.1777317,"48° 33' 04.29"" N","123° 10' 39.83"" W",5,Mitchell bay,W,0.5,176,PM,T,,400yd_inthepath,400yd inthepath,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Peggy Ann 2 wn5402SH, 6132-6136, older man knew there were whales and sped trough anyway"
Wed,6-Sep,2017,20:31:35,13:31:35,48.49656167,-123.1447183,"48° 29' 47.62"" N","123° 08' 40.98"" W",4.4,Deadmans,S,1,176,MM,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,info_no,SRKW,,photo_y,behavior_unk,,JMB,"Sound watch, whale approached us, 50 feet, close approach form filled out, 6137-42"
Wed,6-Sep,2017,20:31:35,13:31:35,48.49656167,-123.1447183,"48° 29' 47.62"" N","123° 08' 40.98"" W",4.4,Deadmans,S,1,176,MM,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_no,SRKW,,photo_y,behavior_unk,,JMB,"Sound watch, whale approached us, 50 feet, close approach form filled out, 6137-42"
