start,end,today,Lat_A,Lat_edit,Longitude,Longitude,datetime,Location,direction,distance,quad_number,vessel,action,incidents,ODK conversion,select_previous,select_photo,Comments,meta:instanceID
Sat Jul 16 18:58:54 UTC 2016,Sat Jul 16 18:59:29 UTC 2016,Sat Jul 16 00:00:00 UTC 2016,48.47239667,48.47239667,-123.0870783,-123.0870783,Sat Jul 16 18:58:00 UTC 2016,Marvista,SW,0.25,185,EU,WO,400yd_inthepath,400yd inthepath,contact_no,photo_n,,uuid:cf1d88f2-50cb-4fc7-a407-ba2965dcf249
Sat Jul 16 18:58:54 UTC 2016,Sat Jul 16 18:59:29 UTC 2016,Sat Jul 16 00:00:00 UTC 2016,48.47239667,48.47239667,-123.0870783,-123.0870783,Sat Jul 16 18:58:00 UTC 2016,Marvista,SW,0.25,185,EU,WO,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,,uuid:cf1d88f2-50cb-4fc7-a407-ba2965dcf249
Sat Jul 16 18:58:54 UTC 2016,Sat Jul 16 18:59:29 UTC 2016,Sat Jul 16 00:00:00 UTC 2016,48.47239667,48.47239667,-123.0870783,-123.0870783,Sat Jul 16 18:58:00 UTC 2016,Marvista,SW,0.25,185,EU,WO,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:cf1d88f2-50cb-4fc7-a407-ba2965dcf249
Sat Jun 18 21:07:44 UTC 2016,Sat Jun 18 21:11:03 UTC 2016,Sat Jun 18 00:00:00 UTC 2016,48.44469,48.44469,-123.1975567,-123.1975567,Sat Jun 18 21:07:00 UTC 2016,Beaumont shoals,NE,0.5,183,EU,WO,shutdown_100 ,shutdown within100yds,contact_no,photo_n,,uuid:47be41dd-ebaf-4bb7-baed-9c9ab4c038ed
Sat Jun 18 21:07:44 UTC 2016,Sat Jun 18 21:11:03 UTC 2016,Sat Jun 18 00:00:00 UTC 2016,48.44469,48.44469,-123.1975567,-123.1975567,Sat Jun 18 21:07:00 UTC 2016,Beaumont shoals,NE,0.5,183,EU,WO,shutdown_200,shutdown within200yds,contact_no,photo_n,,uuid:47be41dd-ebaf-4bb7-baed-9c9ab4c038ed
Sat Jun 18 21:11:20 UTC 2016,Sat Jun 18 21:14:25 UTC 2016,Sat Jun 18 00:00:00 UTC 2016,48.45104333,48.45104333,-123.1950533,-123.1950533,Sat Jun 18 21:11:00 UTC 2016,Beaumont shoals,NE,0.5,183,EU,WO,400yd_path,400yd inthepath,contact_no,photo_n,,uuid:daa9093e-367f-4639-a105-4394378197ba
Sat Jun 18 21:14:29 UTC 2016,Sat Jun 18 21:15:32 UTC 2016,Sat Jun 18 00:00:00 UTC 2016,48.45574833,48.45574833,-123.1950283,-123.1950283,Sat Jun 18 21:14:00 UTC 2016,Beaumont shoals,NE,0.5,183,EU,WO,400yd_path,400yd inthepath,contact_no,photo_n,,uuid:7adde972-3af1-49ea-bfa9-df4adc9d9b01
Sat Jun 18 21:30:28 UTC 2016,Sat Jun 18 21:31:21 UTC 2016,Sat Jun 18 00:00:00 UTC 2016,48.48157667,48.48157667,-123.1809183,-123.1809183,Sat Jun 18 21:30:00 UTC 2016,Lime kiln,SW,2,181,EU,WO,100_yards under power ,100 yards under power ,contact_no,photo_n,,uuid:8eaadfdb-4826-4d88-b9dc-e0e90701e65b
Sat Jun 18 21:30:28 UTC 2016,Sat Jun 18 21:31:21 UTC 2016,Sat Jun 18 00:00:00 UTC 2016,48.48157667,48.48157667,-123.1809183,-123.1809183,Sat Jun 18 21:30:00 UTC 2016,Lime kiln,SW,2,181,EU,WO,200_yards under power ,200 yards under power ,contact_no,photo_n,,uuid:8eaadfdb-4826-4d88-b9dc-e0e90701e65b
Sat Jun 18 21:30:28 UTC 2016,Sat Jun 18 21:31:21 UTC 2016,Sat Jun 18 00:00:00 UTC 2016,48.48157667,48.48157667,-123.1809183,-123.1809183,Sat Jun 18 21:30:00 UTC 2016,Lime kiln,SW,2,181,EU,WO,shutdown_100,shutdown within100yds,contact_no,photo_n,,uuid:8eaadfdb-4826-4d88-b9dc-e0e90701e65b
Sat Jun 18 21:30:28 UTC 2016,Sat Jun 18 21:31:21 UTC 2016,Sat Jun 18 00:00:00 UTC 2016,48.48157667,48.48157667,-123.1809183,-123.1809183,Sat Jun 18 21:30:00 UTC 2016,Lime kiln,SW,2,181,EU,WO,shutdown_200,shutdown within200yds,contact_no,photo_n,,uuid:8eaadfdb-4826-4d88-b9dc-e0e90701e65b
Sat Jun 18 21:39:53 UTC 2016,Sat Jun 18 21:41:58 UTC 2016,Sat Jun 18 00:00:00 UTC 2016,48.49167,48.49167,-123.169255,-123.169255,Sat Jun 18 21:39:00 UTC 2016,Lime kiln,SW,1.75,181,EU,WO, 400yd_path,400yd inthepath,contact_no,photo_n,,uuid:cfb6d267-500e-4231-9c20-079c9ddaed4a
Sat Jun 18 21:39:53 UTC 2016,Sat Jun 18 21:41:58 UTC 2016,Sat Jun 18 00:00:00 UTC 2016,48.49167,48.49167,-123.169255,-123.169255,Sat Jun 18 21:39:00 UTC 2016,Lime kiln,SW,1.75,181,EU,WO,100_yards shutdown ,shutdown within100yds,contact_no,photo_n,,uuid:cfb6d267-500e-4231-9c20-079c9ddaed4a
Sat Jun 18 21:39:53 UTC 2016,Sat Jun 18 21:41:58 UTC 2016,Sat Jun 18 00:00:00 UTC 2016,48.49167,48.49167,-123.169255,-123.169255,Sat Jun 18 21:39:00 UTC 2016,Lime kiln,SW,1.75,181,EU,WO,200_yards shutdown ,shutdown within200yds,contact_no,photo_n,,uuid:cfb6d267-500e-4231-9c20-079c9ddaed4a
Sat Jun 18 21:42:01 UTC 2016,Sat Jun 18 21:44:16 UTC 2016,Sat Jun 18 00:00:00 UTC 2016,48.4934,48.4934,-123.1665167,-123.1665167,Sat Jun 18 21:42:00 UTC 2016,Lime kiln,SW,2,181,EU,WO,400yd_path ,400yd inthepath,contact_no,photo_n,,uuid:42227951-713b-4d1c-b1d6-b94c05310a19
Sat Jun 18 21:42:01 UTC 2016,Sat Jun 18 21:44:16 UTC 2016,Sat Jun 18 00:00:00 UTC 2016,48.4934,48.4934,-123.1665167,-123.1665167,Sat Jun 18 21:42:00 UTC 2016,Lime kiln,SW,2,181,EU,WO,shutdown_100 ,shutdown within100yds,contact_no,photo_n,,uuid:42227951-713b-4d1c-b1d6-b94c05310a19
Sat Jun 18 21:42:01 UTC 2016,Sat Jun 18 21:44:16 UTC 2016,Sat Jun 18 00:00:00 UTC 2016,48.4934,48.4934,-123.1665167,-123.1665167,Sat Jun 18 21:42:00 UTC 2016,Lime kiln,SW,2,181,EU,WO,shutdown_200,shutdown within200yds,contact_no,photo_n,,uuid:42227951-713b-4d1c-b1d6-b94c05310a19
Sat Jun 18 21:46:05 UTC 2016,Sat Jun 18 21:50:06 UTC 2016,Sat Jun 18 00:00:00 UTC 2016,48.49728167,48.49728167,-123.161905,-123.161905,Sat Jun 18 21:46:00 UTC 2016,Lime kiln,SW,1.5,181,EU,T,high_speed,high speed within 400,contact_no,photo_n,,uuid:591b25f7-b717-4db3-bcc6-8d7ad633a6a3
Sat Jun 18 21:46:05 UTC 2016,Sat Jun 18 21:50:06 UTC 2016,Sat Jun 18 00:00:00 UTC 2016,48.49728167,48.49728167,-123.161905,-123.161905,Sat Jun 18 21:46:00 UTC 2016,Lime kiln,SW,1.5,181,EU,T,incorrect_approach,incorrectfast approach,contact_no,photo_n,,uuid:591b25f7-b717-4db3-bcc6-8d7ad633a6a3
Sat Jun 18 21:51:48 UTC 2016,Sat Jun 18 21:53:44 UTC 2016,Sat Jun 18 00:00:00 UTC 2016,48.499945,48.499945,-123.1617367,-123.1617367,Sat Jun 18 21:51:00 UTC 2016,Lime kiln,SSW,0.5,184,EU,WO,Lime_kiln,withinhalfmile Limekiln,contact_no,photo_n,,uuid:0959b13b-e8a8-45a1-b095-5b26f2162f26
Sat Sep 03 21:32:32 UTC 2016,Sat Sep 03 21:33:35 UTC 2016,Sat Sep 03 00:00:00 UTC 2016,48.649285,48.649285,-123.1974183,-123.1974183,Sat Sep 03 21:32:00 UTC 2016,Tip top hill,S,0.75,170,EU,WO,200_yards_under_power,200 yards under power,contact_no,photo_n,,uuid:0b9cfd7b-e22a-4253-bf76-ebb8c042eb78
Sat Sep 10 18:22:33 UTC 2016,Sat Sep 10 18:23:42 UTC 2016,Sat Sep 10 00:00:00 UTC 2016,48.645765,48.645765,-123.20625,-123.20625,Sat Sep 10 18:22:00 UTC 2016,Tiptop,SW,1,170,EU,WO,400yd_inthepath,400yd inthepath,contact_no,photo_n,,uuid:d3268d63-8ef5-47e8-8e85-6c1690843747
Sat Sep 10 18:22:33 UTC 2016,Sat Sep 10 18:23:42 UTC 2016,Sat Sep 10 00:00:00 UTC 2016,48.645765,48.645765,-123.20625,-123.20625,Sat Sep 10 18:22:00 UTC 2016,Tiptop,SW,1,170,EU,WO,shutdown_within100yds,shutdown within100yds,contact_no,photo_n,,uuid:d3268d63-8ef5-47e8-8e85-6c1690843747
Sat Sep 10 18:47:01 UTC 2016,Sat Sep 10 18:49:44 UTC 2016,Sat Sep 10 00:00:00 UTC 2016,48.66419,48.66419,-123.221765,-123.221765,Sat Sep 10 18:47:00 UTC 2016,Tip top,SE,0.5,170,EU,T,400yd_inthepath,400yd inthepath,contact_no,photo_n,,uuid:c24a2db6-61a2-4b8a-8ccc-464c3e302038
Sat Sep 10 18:47:01 UTC 2016,Sat Sep 10 18:49:44 UTC 2016,Sat Sep 10 00:00:00 UTC 2016,48.66419,48.66419,-123.221765,-123.221765,Sat Sep 10 18:47:00 UTC 2016,Tip top,SE,0.5,170,EU,T,high_speed_within_400 ,high speed within 400 ,contact_no,photo_n,,uuid:c24a2db6-61a2-4b8a-8ccc-464c3e302038
Sat Sep 10 18:47:01 UTC 2016,Sat Sep 10 18:49:44 UTC 2016,Sat Sep 10 00:00:00 UTC 2016,48.66419,48.66419,-123.221765,-123.221765,Sat Sep 10 18:47:00 UTC 2016,Tip top,SE,0.5,170,EU,T,inshore_of_whales,inshore of whales,contact_no,photo_n,,uuid:c24a2db6-61a2-4b8a-8ccc-464c3e302038
Sat Sep 10 19:16:45 UTC 2016,Sat Sep 10 19:19:40 UTC 2016,Sat Sep 10 00:00:00 UTC 2016,48.68746333,48.68746333,-123.24321,-123.24321,Sat Sep 10 19:16:00 UTC 2016,Turn point,SW,0.25,170,EU,WO,200_yards_under_power ,200 yards under power ,contact_no,photo_n,,uuid:f1b9738e-d467-4079-85b9-f2269f2b9397
Sat Sep 10 19:16:45 UTC 2016,Sat Sep 10 19:19:40 UTC 2016,Sat Sep 10 00:00:00 UTC 2016,48.68746333,48.68746333,-123.24321,-123.24321,Sat Sep 10 19:16:00 UTC 2016,Turn point,SW,0.25,170,EU,WO,400yd_inthepath,400yd inthepath,contact_no,photo_n,,uuid:f1b9738e-d467-4079-85b9-f2269f2b9397
Sat Sep 10 21:56:10 UTC 2016,Sat Sep 10 21:57:17 UTC 2016,Sat Sep 10 00:00:00 UTC 2016,48.68438167,48.68438167,-123.24149,-123.24149,Sat Sep 10 21:56:00 UTC 2016,Turn Point,SSW,0.25,170,EU,WO,400yd_inthepath,400yd inthepath,contact_no,photo_n,,uuid:069d048a-341e-4caa-a9f3-ba03a12f8cc7
Sat Sep 10 21:57:23 UTC 2016,Sat Sep 10 21:58:06 UTC 2016,Sat Sep 10 00:00:00 UTC 2016,48.68443,48.68443,-123.2414617,-123.2414617,Sat Sep 10 21:57:00 UTC 2016,Turn Pt,SSW,0.25,170,EU,WO,400yd_inthepath,400yd inthepath,contact_no,photo_n,,uuid:ff9cdae8-2d0f-46be-b382-183bbfc48c94
Sun Aug 14 18:37:55 UTC 2016,Sun Aug 14 18:38:52 UTC 2016,Sun Aug 14 00:00:00 UTC 2016,48.49823667,48.49823667,-123.1413683,-123.1413683,Sun Aug 14 18:37:00 UTC 2016,Hanna heights,SW,0.25,181,EU,WO,400yd_inthepath,400yd inthepath,contact_no,photo_n,,uuid:0c8a3d47-14b1-4d84-b18e-bc47df3d0911
Sun Aug 14 18:37:55 UTC 2016,Sun Aug 14 18:38:52 UTC 2016,Sun Aug 14 00:00:00 UTC 2016,48.49823667,48.49823667,-123.1413683,-123.1413683,Sun Aug 14 18:37:00 UTC 2016,Hanna heights,SW,0.25,181,EU,WO,shutdown_within100yds,shutdown within100yds,contact_no,photo_n,,uuid:0c8a3d47-14b1-4d84-b18e-bc47df3d0911
Sun Aug 14 18:37:55 UTC 2016,Sun Aug 14 18:38:52 UTC 2016,Sun Aug 14 00:00:00 UTC 2016,48.49823667,48.49823667,-123.1413683,-123.1413683,Sun Aug 14 18:37:00 UTC 2016,Hanna heights,SW,0.25,181,EU,WO,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:0c8a3d47-14b1-4d84-b18e-bc47df3d0911
Fri Aug 05 18:50:36 UTC 2016,Fri Aug 05 18:51:09 UTC 2016,Fri Aug 05 00:00:00 UTC 2016,48.81655,48.81655,-122.95546,-122.95546,Sun Jul 24 18:50:00 UTC 2016,Patos,NW,1.75,142,EU,WO,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,,uuid:38156f11-6b55-4351-9d4e-2a40a8c6640c
Fri Aug 05 18:50:36 UTC 2016,Fri Aug 05 18:51:09 UTC 2016,Fri Aug 05 00:00:00 UTC 2016,48.81655,48.81655,-122.95546,-122.95546,Sun Jul 24 18:50:00 UTC 2016,Patos,NW,1.75,142,EU,WO,shutdown_within100yds,shutdown within100yds,contact_no,photo_n,,uuid:38156f11-6b55-4351-9d4e-2a40a8c6640c
Sun Sep 11 19:45:13 UTC 2016,Sun Sep 11 19:46:25 UTC 2016,Sun Sep 11 00:00:00 UTC 2016,48.53296833,48.53296833,-123.1809883,-123.1809883,Sun Sep 11 19:45:00 UTC 2016,Bellevue,SW,0.75,175,EU,WO,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:f6c5d820-e01c-43d9-a493-a427daeabfe0
Sun Sep 11 22:56:21 UTC 2016,Sun Sep 11 22:57:18 UTC 2016,Sun Sep 11 00:00:00 UTC 2016,48.40955,48.40955,-123.0561167,-123.0561167,Sun Sep 11 22:56:00 UTC 2016,South beach,SE,3.5,227,EU,WO,400yd_inthepath,400yd inthepath,contact_no,photo_n,,uuid:e340ae5f-ea29-41f4-8190-7584e8478fea
Sun Sep 11 22:56:21 UTC 2016,Sun Sep 11 22:57:18 UTC 2016,Sun Sep 11 00:00:00 UTC 2016,48.40955,48.40955,-123.0561167,-123.0561167,Sun Sep 11 22:56:00 UTC 2016,South beach,SE,3.5,227,EU,WO,shutdown_within100yds,shutdown within100yds,contact_no,photo_n,,uuid:e340ae5f-ea29-41f4-8190-7584e8478fea
Thu Aug 18 18:55:34 UTC 2016,Thu Aug 18 18:56:56 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.56790333,48.56790333,-123.1885083,-123.1885083,Thu Aug 18 18:56:00 UTC 2016,Smugglers cove,W,0.5,176,EU,WO,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,,uuid:f517f065-754c-45b3-a9b9-c711d3c390aa
Thu Aug 18 18:55:34 UTC 2016,Thu Aug 18 18:56:56 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.56790333,48.56790333,-123.1885083,-123.1885083,Thu Aug 18 18:56:00 UTC 2016,Smugglers cove,W,0.5,176,EU,WO,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:f517f065-754c-45b3-a9b9-c711d3c390aa
Thu Aug 18 22:04:33 UTC 2016,Thu Aug 18 22:05:20 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.45824833,48.45824833,-123.0940617,-123.0940617,Thu Aug 18 22:04:00 UTC 2016,False bay,SW,1.5,185,EU,WO,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,,uuid:46b11edd-b683-4513-9688-e51ab881a6bf
Thu Aug 18 22:04:33 UTC 2016,Thu Aug 18 22:05:20 UTC 2016,Thu Aug 18 00:00:00 UTC 2016,48.45824833,48.45824833,-123.0940617,-123.0940617,Thu Aug 18 22:04:00 UTC 2016,False bay,SW,1.5,185,EU,WO,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:46b11edd-b683-4513-9688-e51ab881a6bf
Thu Aug 25 19:33:55 UTC 2016,Thu Aug 25 19:34:50 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.47664333,48.47664333,-123.0907367,-123.0907367,Thu Aug 25 19:34:00 UTC 2016,Pile point,SW,0.5,184,EU,WO,200_yards_under_power ,200 yards under power ,contact_no,photo_y,,uuid:e0cf3ef5-a7fe-4028-b229-06a1236a4799
Thu Aug 25 19:33:55 UTC 2016,Thu Aug 25 19:34:50 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.47664333,48.47664333,-123.0907367,-123.0907367,Thu Aug 25 19:34:00 UTC 2016,Pile point,SW,0.5,184,EU,WO,100_yards_under_power ,100 yards under power ,contact_no,photo_y,,uuid:e0cf3ef5-a7fe-4028-b229-06a1236a4799
Thu Aug 25 19:33:55 UTC 2016,Thu Aug 25 19:34:50 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.47664333,48.47664333,-123.0907367,-123.0907367,Thu Aug 25 19:34:00 UTC 2016,Pile point,SW,0.5,184,EU,WO,400yd_inthepath ,400yd inthepath ,contact_no,photo_y,,uuid:e0cf3ef5-a7fe-4028-b229-06a1236a4799
Thu Aug 25 19:33:55 UTC 2016,Thu Aug 25 19:34:50 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.47664333,48.47664333,-123.0907367,-123.0907367,Thu Aug 25 19:34:00 UTC 2016,Pile point,SW,0.5,184,EU,WO,shutdown_within100yds,shutdown within100yds,contact_no,photo_y,,uuid:e0cf3ef5-a7fe-4028-b229-06a1236a4799
Thu Aug 25 22:31:16 UTC 2016,Thu Aug 25 22:32:22 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.57862833,48.57862833,-123.1992733,-123.1992733,Thu Aug 25 22:31:00 UTC 2016,Kellet bluff,SSE,0.5,169,EU,WO,400yd_inthepath,400yd inthepath,contact_no,photo_n,,uuid:ec2200ad-8ead-49ed-8ca3-4dd89fb32db9
Thu Aug 25 22:31:16 UTC 2016,Thu Aug 25 22:32:22 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.57862833,48.57862833,-123.1992733,-123.1992733,Thu Aug 25 22:31:00 UTC 2016,Kellet bluff,SSE,0.5,169,EU,WO,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:ec2200ad-8ead-49ed-8ca3-4dd89fb32db9
Thu Aug 25 22:38:35 UTC 2016,Thu Aug 25 22:40:35 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.57901667,48.57901667,-123.2013333,-123.2013333,Thu Aug 25 22:38:00 UTC 2016,Kellet bluff,S,0.5,169,EU,WO,high_speed_within_400 ,high speed within 400 ,contact_no,photo_y,,uuid:7a9ef6a4-0f9e-4c11-8e4a-369d4fc0269f
Thu Aug 25 22:38:35 UTC 2016,Thu Aug 25 22:40:35 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.57901667,48.57901667,-123.2013333,-123.2013333,Thu Aug 25 22:38:00 UTC 2016,Kellet bluff,S,0.5,169,EU,WO,400yd_inthepath ,400yd inthepath ,contact_no,photo_y,,uuid:7a9ef6a4-0f9e-4c11-8e4a-369d4fc0269f
Thu Aug 25 22:38:35 UTC 2016,Thu Aug 25 22:40:35 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.57901667,48.57901667,-123.2013333,-123.2013333,Thu Aug 25 22:38:00 UTC 2016,Kellet bluff,S,0.5,169,EU,WO,incorrectfast_approach,incorrectfast approach,contact_no,photo_y,,uuid:7a9ef6a4-0f9e-4c11-8e4a-369d4fc0269f
Thu Aug 25 22:38:35 UTC 2016,Thu Aug 25 22:40:35 UTC 2016,Thu Aug 25 00:00:00 UTC 2016,48.57901667,48.57901667,-123.2013333,-123.2013333,Thu Aug 25 22:38:00 UTC 2016,Kellet bluff,S,0.5,169,EU,WO,travel_behind100_400yds,travel behind100 400yds,contact_no,photo_y,,uuid:7a9ef6a4-0f9e-4c11-8e4a-369d4fc0269f
Thu Jul 14 20:45:31 UTC 2016,Thu Jul 14 20:49:50 UTC 2016,Thu Jul 14 00:00:00 UTC 2016,48.608,48.608,-123.2085633,-123.2085633,Thu Jul 14 20:45:00 UTC 2016,Henry island,N,0.5,169,EU,T,high_speed_within_400 ,high speed within 400 ,contact_no,photo_n,,uuid:f0d81992-b05a-43ed-9b5b-3167abd8c84e
Thu Jul 14 20:45:31 UTC 2016,Thu Jul 14 20:49:50 UTC 2016,Thu Jul 14 00:00:00 UTC 2016,48.608,48.608,-123.2085633,-123.2085633,Thu Jul 14 20:45:00 UTC 2016,Henry island,N,0.5,169,EU,T,incorrectfast_approach,incorrectfast approach,contact_no,photo_n,,uuid:f0d81992-b05a-43ed-9b5b-3167abd8c84e
Thu Jul 21 17:47:14 UTC 2016,Thu Jul 21 17:48:23 UTC 2016,Thu Jul 21 00:00:00 UTC 2016,48.520215,48.520215,-123.1617083,-123.1617083,Thu Jul 21 17:47:00 UTC 2016,Bellevue pt,W,0.25,176,EU,WO,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,,uuid:d72d2ea7-b4ba-4abf-8f66-01837f610221
Thu Jul 21 17:47:14 UTC 2016,Thu Jul 21 17:48:23 UTC 2016,Thu Jul 21 00:00:00 UTC 2016,48.520215,48.520215,-123.1617083,-123.1617083,Thu Jul 21 17:47:00 UTC 2016,Bellevue pt,W,0.25,176,EU,WO,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:d72d2ea7-b4ba-4abf-8f66-01837f610221
Thu Jul 21 20:34:55 UTC 2016,Thu Jul 21 20:36:21 UTC 2016,Thu Jul 21 00:00:00 UTC 2016,48.631605,48.631605,-123.1964183,-123.1964183,Thu Jul 21 20:35:00 UTC 2016,Battleship,NW,0.75,169,EU,WO,400yd_inthepath ,400yd inthepath ,contact_yes,photo_n,,uuid:caa1184c-19f3-40b0-b8e0-3ca803b33e68
Thu Jul 21 20:34:55 UTC 2016,Thu Jul 21 20:36:21 UTC 2016,Thu Jul 21 00:00:00 UTC 2016,48.631605,48.631605,-123.1964183,-123.1964183,Thu Jul 21 20:35:00 UTC 2016,Battleship,NW,0.75,169,EU,WO,shutdown_within200yds,shutdown within200yds,contact_yes,photo_n,,uuid:caa1184c-19f3-40b0-b8e0-3ca803b33e68
Thu Sep 22 19:42:52 UTC 2016,Thu Sep 22 19:44:08 UTC 2016,Thu Sep 22 00:00:00 UTC 2016,48.79406667,48.79406667,-123.0386767,-123.0386767,Thu Sep 22 19:43:00 UTC 2016,Boiling reef,,0,141,EU,WO,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,,uuid:e61091c0-86b3-428b-bb40-79284903f134
Thu Sep 22 19:42:52 UTC 2016,Thu Sep 22 19:44:08 UTC 2016,Thu Sep 22 00:00:00 UTC 2016,48.79406667,48.79406667,-123.0386767,-123.0386767,Thu Sep 22 19:43:00 UTC 2016,Boiling reef,,0,141,EU,WO,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:e61091c0-86b3-428b-bb40-79284903f134
Thu Sep 22 20:33:26 UTC 2016,Thu Sep 22 20:34:35 UTC 2016,Thu Sep 22 00:00:00 UTC 2016,48.75483333,48.75483333,-123.1060017,-123.1060017,Thu Sep 22 20:33:00 UTC 2016,Monarch,E,1,156,EU,WO,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:9c7f8af3-4868-4cad-9682-4d6d36be67c3
Thu Sep 22 20:52:09 UTC 2016,Thu Sep 22 20:53:13 UTC 2016,Thu Sep 22 00:00:00 UTC 2016,48.73755333,48.73755333,-123.1527683,-123.1527683,Thu Sep 22 20:52:00 UTC 2016,Blunden,SW,0.75,164,EU,WO,shutdown_within100yds,shutdown within100yds,contact_no,photo_n,,uuid:7449e1d1-5c2f-42d8-bf21-65aa0db5a064
Thu Sep 22 20:52:09 UTC 2016,Thu Sep 22 20:53:13 UTC 2016,Thu Sep 22 00:00:00 UTC 2016,48.73755333,48.73755333,-123.1527683,-123.1527683,Thu Sep 22 20:52:00 UTC 2016,Blunden,SW,0.75,164,EU,WO,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,,uuid:7449e1d1-5c2f-42d8-bf21-65aa0db5a064
Thu Sep 22 21:14:45 UTC 2016,Thu Sep 22 21:15:40 UTC 2016,Thu Sep 22 00:00:00 UTC 2016,48.72790333,48.72790333,-123.1683233,-123.1683233,Thu Sep 22 21:14:00 UTC 2016,Blunden,E,1,153,EU,WO,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,,uuid:5ea2ff27-f067-4fc9-a4a8-7a941167e2bd
Thu Sep 22 21:14:45 UTC 2016,Thu Sep 22 21:15:40 UTC 2016,Thu Sep 22 00:00:00 UTC 2016,48.72790333,48.72790333,-123.1683233,-123.1683233,Thu Sep 22 21:14:00 UTC 2016,Blunden,E,1,153,EU,WO,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,,uuid:5ea2ff27-f067-4fc9-a4a8-7a941167e2bd
Thu Sep 22 21:14:45 UTC 2016,Thu Sep 22 21:15:40 UTC 2016,Thu Sep 22 00:00:00 UTC 2016,48.72790333,48.72790333,-123.1683233,-123.1683233,Thu Sep 22 21:14:00 UTC 2016,Blunden,E,1,153,EU,WO,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:5ea2ff27-f067-4fc9-a4a8-7a941167e2bd
Tue Aug 09 22:23:41 UTC 2016,Tue Aug 09 22:24:22 UTC 2016,Tue Aug 09 00:00:00 UTC 2016,48.46432167,48.46432167,-123.0855217,-123.0855217,Tue Aug 09 22:23:00 UTC 2016,False bay,SW,1,185,EU,WO,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:d76e7958-782a-4d4a-b456-c37ac88bf315
Tue Aug 09 22:23:41 UTC 2016,Tue Aug 09 22:24:22 UTC 2016,Tue Aug 09 00:00:00 UTC 2016,48.46432167,48.46432167,-123.0855217,-123.0855217,Tue Aug 09 22:23:00 UTC 2016,False bay,SW,1,185,EU,WO,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:d76e7958-782a-4d4a-b456-c37ac88bf315
Tue Aug 09 22:23:41 UTC 2016,Tue Aug 09 22:24:22 UTC 2016,Tue Aug 09 00:00:00 UTC 2016,48.46432167,48.46432167,-123.0855217,-123.0855217,Tue Aug 09 22:23:00 UTC 2016,False bay,SW,1,185,EU,WO,400yd_inthepath,400yd inthepath,contact_no,photo_n,,uuid:d76e7958-782a-4d4a-b456-c37ac88bf315
Tue Aug 09 22:23:23 UTC 2016,Tue Aug 09 22:25:26 UTC 2016,Tue Aug 09 00:00:00 UTC 2016,48.46436167,48.46436167,-123.08568,-123.08568,Tue Aug 09 22:24:00 UTC 2016,False bay,SW,1,185,EU,WO,100_yards_under_power,100 yards under power,contact_no,photo_n,,uuid:46f6ff0f-0a3d-40be-a007-49a6d0eb097f
Tue Aug 09 22:23:23 UTC 2016,Tue Aug 09 22:25:26 UTC 2016,Tue Aug 09 00:00:00 UTC 2016,48.46436167,48.46436167,-123.08568,-123.08568,Tue Aug 09 22:24:00 UTC 2016,False bay,SW,1,185,EU,WO,200_yards_under_power ,200 yards under power ,contact_no,photo_n,,uuid:46f6ff0f-0a3d-40be-a007-49a6d0eb097f
